anno_index,coord_x,coord_y,coord_z,diameter,malscore
0,0.369,0.626,0.2375,0.0171,0
1,0.3104,0.758,0.3749,0.0171,0
2,0.3331,0.613,0.3521,0.0171,0
3,0.7262,0.4641,0.2535,0.0171,0
4,0.185,0.6821,0.3447,0.0171,0
5,0.333,0.6388,0.6758,0.0171,0
6,0.3433,0.4647,0.257,0.0171,0
7,0.7062,0.4792,0.2656,0.0171,0
8,0.7683,0.6778,0.18,0.0171,0
9,0.3582,0.7258,0.3843,0.0171,0
10,0.3517,0.5969,0.792,0.0171,0
11,0.2063,0.5671,0.3457,0.0171,0
12,0.6651,0.5289,0.2295,0.0171,0
13,0.6443,0.7615,0.1876,0.0171,0
14,0.2304,0.389,0.33,0.0171,0
15,0.4241,0.6758,0.6102,0.0171,0
16,0.2133,0.5138,0.2596,0.0171,0
17,0.3325,0.4197,0.3866,0.0171,0
18,0.6795,0.7312,0.1811,0.0171,0
19,0.3477,0.7017,0.7,0.0171,0
20,0.3723,0.5981,0.5077,0.0171,0
21,0.3255,0.6497,0.2882,0.0171,0
22,0.3318,0.3532,0.3553,0.0171,0
23,0.2515,0.7138,0.3828,0.0171,0
24,0.2653,0.6068,0.3317,0.0171,0
25,0.3397,0.6897,0.4026,0.0171,0
26,0.3438,0.7508,0.5873,0.0171,0
27,0.3152,0.6838,0.2936,0.0171,0
28,0.2407,0.6657,0.486,0.0171,0
29,0.4333,0.5333,0.1671,0.0171,0
30,0.2514,0.6567,0.5494,0.0171,0
31,0.3849,0.6448,0.3143,0.0171,0
32,0.3509,0.6655,0.2929,0.0171,0
33,0.3449,0.6873,0.6538,0.0171,0
34,0.3322,0.3954,0.2937,0.0171,0
35,0.3175,0.6891,0.3371,0.0171,0
36,0.661,0.3381,0.3011,0.0171,0
37,0.6893,0.3828,0.3754,0.0171,0
38,0.1741,0.6019,0.3904,0.0171,0
39,0.7913,0.5101,0.2011,0.0171,0
40,0.3012,0.675,0.4358,0.0171,0
41,0.5901,0.6501,0.2095,0.0171,0
42,0.2532,0.6525,0.3651,0.0171,0
43,0.65,0.7353,0.2218,0.0171,0
44,0.2967,0.7316,0.3328,0.0171,0
45,0.6025,0.7084,0.2276,0.0171,0
46,0.1598,0.6102,0.1797,0.0171,0
47,0.359,0.5843,0.7686,0.0171,0
48,0.3729,0.5584,0.7882,0.0171,0
49,0.3036,0.6787,0.6718,0.0171,0
50,0.1999,0.4433,0.369,0.0171,0
51,0.7249,0.4044,0.4001,0.0171,0
52,0.4027,0.6453,0.5917,0.0171,0
53,0.2698,0.7377,0.2726,0.0171,0
54,0.2216,0.4331,0.3308,0.0171,0
55,0.2716,0.6786,0.5518,0.0171,0
56,0.6377,0.6745,0.2093,0.0171,0
57,0.29,0.5254,0.3816,0.0171,0
58,0.417,0.6182,0.489,0.0171,0
59,0.3329,0.7403,0.6838,0.0171,0
60,0.3239,0.6711,0.3441,0.0171,0
61,0.3934,0.5671,0.3417,0.0171,0
62,0.4141,0.6358,0.6538,0.0171,0
63,0.3924,0.6242,0.7768,0.0171,0
64,0.2907,0.7237,0.1098,0.0171,0
65,0.3389,0.6761,0.1731,0.0171,0
66,0.3667,0.6285,0.5102,0.0171,0
67,0.3573,0.626,0.827,0.0171,0
68,0.6146,0.6171,0.7815,0.0171,0
69,0.2771,0.7028,0.165,0.0171,0
70,0.6505,0.4024,0.3451,0.0171,0
71,0.812,0.5149,0.1797,0.0171,0
72,0.3794,0.654,0.3797,0.0171,0
73,0.6022,0.5968,0.2144,0.0171,0
74,0.4015,0.6089,0.2729,0.0171,0
75,0.76,0.4223,0.3021,0.0171,0
76,0.355,0.7305,0.6778,0.0171,0
77,0.34,0.5896,0.4438,0.0171,0
78,0.2115,0.5394,0.2925,0.0171,0
79,0.3315,0.7463,0.3685,0.0171,0
80,0.6042,0.6405,0.1796,0.0171,0
81,0.6969,0.4021,0.3954,0.0171,0
82,0.378,0.6524,0.7133,0.0171,0
83,0.1565,0.5268,0.2275,0.0171,0
84,0.3424,0.5682,0.7637,0.0171,0
85,0.2415,0.6636,0.5012,0.0171,0
86,0.595,0.731,0.2416,0.0171,0
87,0.2487,0.4683,0.3346,0.0171,0
88,0.3754,0.6603,0.7633,0.0171,0
89,0.2028,0.5954,0.3594,0.0171,0
