anno_index,coord_x,coord_y,coord_z,diameter,malscore
0,0.3593,0.5977,0.57,0.0181,0
1,0.3218,0.6387,0.7411,0.0181,0
2,0.3767,0.5159,0.5698,0.0181,0
3,0.3984,0.479,0.6867,0.0181,0
4,0.4202,0.5061,0.6944,0.0181,0
5,0.404,0.3782,0.6523,0.0181,0
6,0.323,0.4526,0.5601,0.0181,0
7,0.4114,0.438,0.5077,0.0181,0
8,0.752,0.5297,0.4404,0.0181,0
9,0.24,0.6527,0.2258,0.0181,0
10,0.7283,0.4493,0.4294,0.0181,0
11,0.3932,0.521,0.7735,0.0181,0
12,0.3508,0.6717,0.2494,0.0181,0
13,0.4336,0.6376,0.2244,0.0181,0
14,0.3561,0.6853,0.328,0.0181,0
15,0.2899,0.6654,0.5687,0.0181,0
16,0.6513,0.4872,0.8496,0.0181,0
17,0.7179,0.3872,0.5156,0.0181,0
18,0.668,0.3585,0.6105,0.0181,0
19,0.3775,0.5214,0.8169,0.0181,0
20,0.1922,0.5277,0.3369,0.0181,0
21,0.2919,0.6556,0.2419,0.0181,0
22,0.2762,0.3976,0.6929,0.0181,0
23,0.2195,0.6329,0.2489,0.0181,0
24,0.2613,0.5937,0.509,0.0181,0
25,0.2996,0.5817,0.643,0.0181,0
26,0.5766,0.4429,0.7599,0.0181,0
27,0.3347,0.6634,0.6366,0.0181,0
28,0.2996,0.5914,0.6981,0.0181,0
29,0.4281,0.4981,0.4053,0.0181,0
30,0.2692,0.4621,0.7008,0.0181,0
31,0.3474,0.2712,0.5652,0.0181,0
32,0.3352,0.4834,0.5485,0.0181,0
33,0.3037,0.6036,0.3813,0.0181,0
34,0.7023,0.5622,0.3926,0.0181,0
35,0.4653,0.2944,0.5557,0.0181,0
36,0.7225,0.4349,0.5255,0.0181,0
37,0.4164,0.3386,0.6981,0.0181,0
38,0.6227,0.3744,0.7418,0.0181,0
39,0.4288,0.3368,0.6507,0.0181,0
40,0.3927,0.4103,0.6452,0.0181,0
41,0.4904,0.5126,0.3685,0.0181,0
42,0.4115,0.5285,0.5437,0.0181,0
43,0.3957,0.5465,0.4355,0.0181,0
44,0.3292,0.5213,0.6265,0.0181,0
45,0.3859,0.4467,0.532,0.0181,0
46,0.4078,0.5494,0.8672,0.0181,0
47,0.3991,0.5331,0.4669,0.0181,0
48,0.2375,0.5212,0.6551,0.0181,0
49,0.3169,0.4683,0.4789,0.0181,0
50,0.3358,0.6244,0.5824,0.0181,0
51,0.6718,0.334,0.5258,0.0181,0
52,0.5625,0.3083,0.5753,0.0181,0
53,0.4049,0.4201,0.8163,0.0181,0
54,0.4621,0.3074,0.5073,0.0181,0
55,0.3684,0.4929,0.8065,0.0181,0
56,0.2349,0.5571,0.5146,0.0181,0
57,0.2915,0.5151,0.7765,0.0181,0
58,0.3698,0.4832,0.6633,0.0181,0
59,0.451,0.329,0.5901,0.0181,0
60,0.6688,0.3521,0.5444,0.0181,0
61,0.4039,0.4128,0.7702,0.0181,0
62,0.2937,0.6281,0.5642,0.0181,0
63,0.369,0.6275,0.3849,0.0181,0
64,0.6759,0.7045,0.3537,0.0181,0
65,0.344,0.4752,0.5692,0.0181,0
66,0.3101,0.4568,0.7486,0.0181,0
67,0.3969,0.4961,0.8254,0.0181,0
68,0.4371,0.5478,0.4891,0.0181,0
69,0.3624,0.6735,0.4447,0.0181,0
70,0.69,0.4604,0.5586,0.0181,0
71,0.7335,0.6756,0.3438,0.0181,0
72,0.5833,0.3083,0.6205,0.0181,0
73,0.3674,0.4055,0.6443,0.0181,0
74,0.5827,0.6343,0.2919,0.0181,0
75,0.3423,0.4819,0.8673,0.0181,0
76,0.3983,0.4961,0.6654,0.0181,0
77,0.356,0.4198,0.5964,0.0181,0
78,0.3444,0.6459,0.6217,0.0181,0
79,0.4111,0.4065,0.5417,0.0181,0
80,0.6467,0.6546,0.3361,0.0181,0
81,0.3922,0.5227,0.6938,0.0181,0
82,0.3631,0.4343,0.7797,0.0181,0
83,0.6866,0.4931,0.4275,0.0181,0
84,0.3541,0.6287,0.6856,0.0181,0
85,0.3314,0.6651,0.5294,0.0181,0
86,0.3638,0.6809,0.244,0.0181,0
87,0.3679,0.5316,0.4826,0.0181,0
88,0.3649,0.4684,0.7037,0.0181,0
89,0.3777,0.4507,0.586,0.0181,0
90,0.3203,0.6664,0.5931,0.0181,0
91,0.3092,0.5873,0.4398,0.0181,0
92,0.8085,0.5531,0.3904,0.0181,0
93,0.3281,0.4197,0.4916,0.0181,0
94,0.5512,0.4489,0.8064,0.0181,0
95,0.2578,0.4322,0.4708,0.0181,0
96,0.6498,0.4405,0.7367,0.0181,0
97,0.5991,0.4309,0.7037,0.0181,0
98,0.7676,0.4188,0.4702,0.0181,0
99,0.3444,0.3619,0.6069,0.0181,0
100,0.3911,0.5333,0.5113,0.0181,0
101,0.3401,0.5947,0.4275,0.0181,0
102,0.3126,0.5982,0.5389,0.0181,0
103,0.5539,0.3594,0.7494,0.0181,0
104,0.3463,0.3833,0.6599,0.0181,0
105,0.2002,0.4335,0.4008,0.0181,0
106,0.2828,0.5311,0.4876,0.0181,0
107,0.3173,0.5519,0.5039,0.0181,0
108,0.398,0.5522,0.7333,0.0181,0
109,0.2696,0.6665,0.2148,0.0181,0
110,0.374,0.4471,0.6387,0.0181,0
111,0.3297,0.2681,0.4107,0.0181,0
112,0.6307,0.6904,0.3266,0.0181,0
113,0.4148,0.4662,0.4995,0.0181,0
114,0.2802,0.5194,0.5984,0.0181,0
115,0.6128,0.3249,0.5581,0.0181,0
116,0.3932,0.5016,0.6905,0.0181,0
117,0.3824,0.486,0.5363,0.0181,0
118,0.4447,0.6163,0.293,0.0181,0
119,0.3634,0.4946,0.695,0.0181,0
120,0.5929,0.6716,0.2694,0.0181,0
121,0.391,0.4782,0.7594,0.0181,0
122,0.3231,0.6991,0.2482,0.0181,0
123,0.2983,0.5283,0.621,0.0181,0
124,0.3486,0.4514,0.5424,0.0181,0
125,0.3649,0.5524,0.5287,0.0181,0
126,0.6017,0.4312,0.6665,0.0181,0
127,0.3036,0.4539,0.5442,0.0181,0
128,0.5757,0.5261,0.3699,0.0181,0
129,0.4106,0.524,0.4927,0.0181,0
130,0.4553,0.5584,0.2865,0.0181,0
131,0.5953,0.6712,0.3692,0.0181,0
132,0.3541,0.4202,0.6896,0.0181,0
133,0.3663,0.6717,0.3547,0.0181,0
134,0.2827,0.6623,0.2509,0.0181,0
135,0.3407,0.6286,0.7198,0.0181,0
136,0.5934,0.6712,0.2992,0.0181,0
137,0.428,0.5064,0.8398,0.0181,0
138,0.7427,0.6601,0.3705,0.0181,0
139,0.3016,0.2987,0.4326,0.0181,0
140,0.3875,0.4572,0.5051,0.0181,0
141,0.4338,0.6374,0.4393,0.0181,0
142,0.335,0.6945,0.4787,0.0181,0
143,0.366,0.4558,0.5361,0.0181,0
144,0.2111,0.4611,0.4099,0.0181,0
145,0.5999,0.395,0.8447,0.0181,0
146,0.2678,0.448,0.8424,0.0181,0
147,0.3619,0.5076,0.7216,0.0181,0
148,0.2724,0.5953,0.4774,0.0181,0
149,0.3572,0.6737,0.3818,0.0181,0
150,0.4139,0.5692,0.4859,0.0181,0
151,0.7498,0.4121,0.4485,0.0181,0
152,0.4219,0.3472,0.527,0.0181,0
153,0.2938,0.4475,0.5602,0.0181,0
154,0.2942,0.565,0.5111,0.0181,0
155,0.2646,0.4844,0.5602,0.0181,0
156,0.3677,0.6576,0.3777,0.0181,0
157,0.6556,0.3814,0.5751,0.0181,0
158,0.6443,0.3862,0.6539,0.0181,0
159,0.6845,0.3005,0.4919,0.0181,0
160,0.3629,0.5451,0.4892,0.0181,0
161,0.6462,0.5459,0.4182,0.0181,0
162,0.6074,0.5428,0.4239,0.0181,0
163,0.288,0.6942,0.2552,0.0181,0
164,0.3284,0.681,0.349,0.0181,0
165,0.3541,0.5,0.749,0.0181,0
166,0.6592,0.5895,0.3793,0.0181,0
167,0.655,0.411,0.6912,0.0181,0
168,0.2977,0.4864,0.7342,0.0181,0
169,0.7567,0.4138,0.5181,0.0181,0
170,0.3265,0.5909,0.6761,0.0181,0
171,0.3271,0.5507,0.6496,0.0181,0
172,0.3326,0.5944,0.8178,0.0181,0
173,0.6216,0.4291,0.7745,0.0181,0
174,0.2779,0.6508,0.2845,0.0181,0
175,0.269,0.4599,0.6388,0.0181,0
176,0.3944,0.6431,0.5085,0.0181,0
177,0.5678,0.4115,0.763,0.0181,0
178,0.3617,0.6586,0.2765,0.0181,0
179,0.5233,0.4597,0.8646,0.0181,0
180,0.4161,0.3756,0.7021,0.0181,0
181,0.714,0.4708,0.4859,0.0181,0
182,0.4207,0.6523,0.2062,0.0181,0
183,0.2602,0.414,0.6385,0.0181,0
184,0.3454,0.6229,0.4239,0.0181,0
185,0.5389,0.3794,0.6811,0.0181,0
186,0.3537,0.4949,0.8391,0.0181,0
187,0.6371,0.6264,0.3553,0.0181,0
188,0.7649,0.3431,0.4212,0.0181,0
189,0.4364,0.6345,0.281,0.0181,0
190,0.3265,0.4932,0.7679,0.0181,0
191,0.1718,0.4974,0.3162,0.0181,0
192,0.7065,0.4478,0.5447,0.0181,0
193,0.4062,0.4727,0.8441,0.0181,0
194,0.1694,0.4708,0.3208,0.0181,0
195,0.1701,0.5338,0.3644,0.0181,0
196,0.298,0.6074,0.6762,0.0181,0
197,0.7565,0.4825,0.4142,0.0181,0
198,0.2651,0.6026,0.3705,0.0181,0
199,0.2359,0.4016,0.4531,0.0181,0
200,0.417,0.6579,0.2801,0.0181,0
201,0.6817,0.5597,0.3884,0.0181,0
202,0.3974,0.5125,0.6773,0.0181,0
203,0.323,0.6808,0.2303,0.0181,0
204,0.3681,0.4294,0.5481,0.0181,0
205,0.3461,0.691,0.3562,0.0181,0
206,0.4019,0.4324,0.7877,0.0181,0
207,0.2023,0.6026,0.287,0.0181,0
208,0.4345,0.3074,0.5165,0.0181,0
209,0.2243,0.4934,0.6178,0.0181,0
210,0.5739,0.3989,0.6514,0.0181,0
211,0.3716,0.2899,0.4392,0.0181,0
212,0.4,0.4691,0.7183,0.0181,0
213,0.3622,0.5701,0.5744,0.0181,0
214,0.3241,0.6915,0.3067,0.0181,0
215,0.6888,0.5082,0.4641,0.0181,0
216,0.4358,0.5876,0.418,0.0181,0
217,0.4008,0.607,0.3098,0.0181,0
218,0.3331,0.6892,0.2205,0.0181,0
219,0.3422,0.6467,0.4826,0.0181,0
220,0.6467,0.5603,0.4262,0.0181,0
221,0.3243,0.7039,0.336,0.0181,0
222,0.3778,0.526,0.5563,0.0181,0
223,0.5967,0.6395,0.3227,0.0181,0
224,0.4111,0.5075,0.5235,0.0181,0
225,0.6066,0.4012,0.6627,0.0181,0
226,0.3997,0.6576,0.5,0.0181,0
227,0.7027,0.7069,0.2907,0.0181,0
228,0.3313,0.6057,0.4226,0.0181,0
229,0.3368,0.4194,0.7337,0.0181,0
230,0.3313,0.447,0.5463,0.0181,0
231,0.3576,0.6091,0.4628,0.0181,0
232,0.3264,0.2833,0.4172,0.0181,0
233,0.2499,0.503,0.456,0.0181,0
234,0.3252,0.6622,0.7078,0.0181,0
235,0.4219,0.5408,0.5616,0.0181,0
236,0.6647,0.3018,0.6097,0.0181,0
237,0.2743,0.5798,0.5156,0.0181,0
238,0.4397,0.5506,0.3119,0.0181,0
239,0.4249,0.5508,0.525,0.0181,0
240,0.3492,0.4409,0.6394,0.0181,0
241,0.5833,0.5178,0.3467,0.0181,0
242,0.6385,0.6413,0.3428,0.0181,0
243,0.3911,0.6284,0.5156,0.0181,0
244,0.3074,0.6323,0.4244,0.0181,0
245,0.3205,0.6132,0.6851,0.0181,0
246,0.2617,0.6788,0.2917,0.0181,0
247,0.2432,0.3881,0.4547,0.0181,0
248,0.5887,0.4006,0.707,0.0181,0
249,0.3366,0.4183,0.592,0.0181,0
250,0.3658,0.6576,0.3183,0.0181,0
251,0.3623,0.3657,0.7233,0.0181,0
252,0.5956,0.5297,0.353,0.0181,0
253,0.3852,0.3444,0.7427,0.0181,0
254,0.3936,0.4412,0.7258,0.0181,0
255,0.2433,0.6359,0.2902,0.0181,0
256,0.3536,0.5394,0.7792,0.0181,0
257,0.1667,0.4514,0.3178,0.0181,0
258,0.2815,0.5164,0.7569,0.0181,0
259,0.3894,0.5147,0.7372,0.0181,0
260,0.3113,0.6128,0.5538,0.0181,0
261,0.357,0.5707,0.4988,0.0181,0
262,0.3845,0.4319,0.6117,0.0181,0
263,0.3352,0.6864,0.4253,0.0181,0
264,0.5735,0.5431,0.3331,0.0181,0
265,0.3765,0.441,0.6208,0.0181,0
266,0.4105,0.3619,0.6599,0.0181,0
267,0.3334,0.6428,0.708,0.0181,0
268,0.5799,0.5854,0.3223,0.0181,0
269,0.7345,0.4386,0.5065,0.0181,0
270,0.3803,0.6975,0.3961,0.0181,0
271,0.3085,0.6622,0.2762,0.0181,0
272,0.2251,0.3586,0.4209,0.0181,0
273,0.4146,0.3688,0.5307,0.0181,0
274,0.3908,0.5795,0.8009,0.0181,0
275,0.2782,0.5361,0.6876,0.0181,0
276,0.7025,0.5981,0.3803,0.0181,0
277,0.3268,0.4734,0.67,0.0181,0
278,0.7187,0.5824,0.4164,0.0181,0
279,0.3442,0.6237,0.5516,0.0181,0
280,0.2743,0.6245,0.7724,0.0181,0
281,0.7841,0.6284,0.3374,0.0181,0
282,0.2662,0.4798,0.7567,0.0181,0
283,0.7585,0.6579,0.325,0.0181,0
284,0.6648,0.3776,0.6322,0.0181,0
285,0.319,0.5627,0.8624,0.0181,0
286,0.3675,0.6356,0.2782,0.0181,0
287,0.3602,0.6961,0.3091,0.0181,0
288,0.6036,0.3175,0.5489,0.0181,0
289,0.359,0.5357,0.6451,0.0181,0
290,0.3568,0.4211,0.4898,0.0181,0
291,0.3722,0.3332,0.4618,0.0181,0
292,0.3405,0.5603,0.8085,0.0181,0
293,0.3598,0.4485,0.8612,0.0181,0
294,0.7812,0.4102,0.4443,0.0181,0
295,0.3662,0.6761,0.1805,0.0181,0
296,0.358,0.4241,0.5305,0.0181,0
297,0.3897,0.6314,0.2757,0.0181,0
298,0.742,0.47,0.5432,0.0181,0
299,0.537,0.3502,0.713,0.0181,0
