anno_index,coord_x,coord_y,coord_z,diameter,malscore
0,0.7985,0.4335,0.2173,0.0166,0
1,0.2946,0.3443,0.5001,0.0166,0
2,0.6331,0.5875,0.5602,0.0166,0
3,0.6724,0.6302,0.5602,0.0166,0
4,0.6215,0.5835,0.5691,0.0166,0
5,0.5936,0.5205,0.2369,0.0166,0
6,0.6024,0.6322,0.2703,0.0166,0
7,0.1881,0.3988,0.1685,0.0166,0
8,0.3818,0.3153,0.5561,0.0166,0
9,0.3783,0.3948,0.5097,0.0166,0
10,0.7526,0.4362,0.3343,0.0166,0
11,0.3316,0.6728,0.268,0.0166,0
12,0.6717,0.5554,0.5051,0.0166,0
13,0.6696,0.6779,0.6273,0.0166,0
14,0.6448,0.5918,0.3482,0.0166,0
15,0.8099,0.573,0.1612,0.0166,0
16,0.624,0.5499,0.5722,0.0166,0
17,0.7372,0.6038,0.6038,0.0166,0
18,0.1882,0.5368,0.2826,0.0166,0
19,0.8006,0.4094,0.1397,0.0166,0
20,0.6891,0.6714,0.6633,0.0166,0
21,0.509,0.3448,0.6479,0.0166,0
22,0.6965,0.6532,0.6039,0.0166,0
23,0.6437,0.5033,0.2996,0.0166,0
24,0.3378,0.5962,0.3534,0.0166,0
25,0.7487,0.4268,0.7086,0.0166,0
26,0.2651,0.4145,0.4639,0.0166,0
27,0.3372,0.7039,0.2597,0.0166,0
28,0.8389,0.4536,0.2781,0.0166,0
29,0.627,0.3958,0.5756,0.0166,0
30,0.6005,0.515,0.5293,0.0166,0
31,0.3555,0.5795,0.3964,0.0166,0
32,0.4402,0.3513,0.4759,0.0166,0
33,0.4238,0.5377,0.3267,0.0166,0
34,0.3992,0.5845,0.2364,0.0166,0
35,0.6588,0.3668,0.3064,0.0166,0
36,0.3765,0.4235,0.4465,0.0166,0
37,0.165,0.4933,0.4581,0.0166,0
38,0.7632,0.4035,0.5915,0.0166,0
39,0.6084,0.5957,0.5926,0.0166,0
40,0.5832,0.5587,0.5211,0.0166,0
41,0.2908,0.6217,0.3053,0.0166,0
42,0.7218,0.7008,0.3098,0.0166,0
43,0.2495,0.652,0.3425,0.0166,0
44,0.6356,0.5509,0.584,0.0166,0
45,0.649,0.399,0.5494,0.0166,0
46,0.682,0.6409,0.5295,0.0166,0
47,0.7488,0.6554,0.2872,0.0166,0
48,0.6939,0.3405,0.6092,0.0166,0
49,0.7397,0.4569,0.5165,0.0166,0
50,0.2287,0.6067,0.2593,0.0166,0
51,0.3393,0.7103,0.3885,0.0166,0
52,0.3108,0.714,0.2839,0.0166,0
53,0.7388,0.5788,0.5704,0.0166,0
54,0.774,0.4268,0.2462,0.0166,0
55,0.4625,0.3008,0.5833,0.0166,0
56,0.2642,0.6526,0.3065,0.0166,0
57,0.1765,0.5825,0.3957,0.0166,0
58,0.7305,0.4063,0.4928,0.0166,0
59,0.6584,0.6834,0.3132,0.0166,0
60,0.5889,0.5005,0.565,0.0166,0
61,0.4575,0.3089,0.3485,0.0166,0
62,0.599,0.6305,0.597,0.0166,0
63,0.6724,0.5816,0.5223,0.0166,0
64,0.6125,0.6855,0.5485,0.0166,0
65,0.6229,0.52,0.4191,0.0166,0
66,0.7841,0.4222,0.1225,0.0166,0
67,0.1857,0.6112,0.3753,0.0166,0
68,0.6248,0.5054,0.5912,0.0166,0
69,0.6826,0.5412,0.4332,0.0166,0
70,0.3881,0.6689,0.2557,0.0166,0
71,0.6008,0.691,0.3616,0.0166,0
72,0.6738,0.5952,0.494,0.0166,0
73,0.6836,0.402,0.6397,0.0166,0
74,0.8524,0.4846,0.2516,0.0166,0
75,0.2855,0.6988,0.4025,0.0166,0
76,0.5808,0.5881,0.4214,0.0166,0
77,0.376,0.454,0.4099,0.0166,0
78,0.7338,0.6743,0.562,0.0166,0
79,0.1547,0.5129,0.2098,0.0166,0
80,0.7793,0.3223,0.1945,0.0166,0
81,0.7943,0.3752,0.1787,0.0166,0
82,0.5722,0.508,0.2372,0.0166,0
83,0.6664,0.7034,0.2766,0.0166,0
84,0.3209,0.3464,0.2214,0.0166,0
85,0.3604,0.4495,0.4543,0.0166,0
86,0.2911,0.5739,0.4045,0.0166,0
87,0.6593,0.3776,0.2645,0.0166,0
88,0.3536,0.6981,0.4882,0.0166,0
89,0.4167,0.6433,0.4669,0.0166,0
90,0.7969,0.6497,0.2645,0.0166,0
91,0.4406,0.3285,0.615,0.0166,0
92,0.6374,0.688,0.2311,0.0166,0
93,0.2856,0.323,0.251,0.0166,0
94,0.6375,0.5797,0.3325,0.0166,0
95,0.7156,0.5095,0.6133,0.0166,0
96,0.4796,0.5468,0.3516,0.0166,0
97,0.5692,0.5028,0.2622,0.0166,0
98,0.7077,0.5517,0.3802,0.0166,0
99,0.7867,0.4502,0.1567,0.0166,0
100,0.435,0.6463,0.2376,0.0166,0
101,0.6707,0.6013,0.5752,0.0166,0
102,0.3741,0.4293,0.4072,0.0166,0
103,0.7577,0.6659,0.2802,0.0166,0
104,0.6422,0.4448,0.4359,0.0166,0
105,0.4238,0.3328,0.3325,0.0166,0
106,0.5588,0.32,0.453,0.0166,0
107,0.6058,0.6213,0.3234,0.0166,0
108,0.4198,0.6412,0.2259,0.0166,0
109,0.6624,0.3175,0.2849,0.0166,0
110,0.7394,0.3754,0.5014,0.0166,0
111,0.6665,0.5745,0.3375,0.0166,0
112,0.6735,0.6602,0.293,0.0166,0
113,0.4353,0.3366,0.3539,0.0166,0
114,0.313,0.4202,0.368,0.0166,0
115,0.4423,0.3007,0.6135,0.0166,0
116,0.362,0.3732,0.3283,0.0166,0
117,0.7612,0.462,0.327,0.0166,0
118,0.7688,0.4294,0.0994,0.0166,0
119,0.1774,0.4218,0.1784,0.0166,0
120,0.7843,0.5591,0.365,0.0166,0
121,0.724,0.3929,0.0767,0.0166,0
122,0.8103,0.5071,0.349,0.0166,0
123,0.7847,0.5836,0.3488,0.0166,0
124,0.5994,0.6734,0.2578,0.0166,0
125,0.6933,0.5997,0.5801,0.0166,0
126,0.6886,0.3713,0.3909,0.0166,0
127,0.575,0.284,0.4812,0.0166,0
128,0.2158,0.5686,0.3953,0.0166,0
129,0.5612,0.6063,0.4323,0.0166,0
130,0.7014,0.4475,0.2637,0.0166,0
131,0.7892,0.4343,0.096,0.0166,0
132,0.6206,0.6085,0.4882,0.0166,0
133,0.5966,0.5864,0.2547,0.0166,0
134,0.698,0.4016,0.7151,0.0166,0
135,0.165,0.4425,0.1768,0.0166,0
136,0.3991,0.4044,0.4323,0.0166,0
137,0.3538,0.3748,0.5075,0.0166,0
138,0.7885,0.5298,0.4456,0.0166,0
139,0.6065,0.5853,0.272,0.0166,0
140,0.3294,0.3566,0.4157,0.0166,0
141,0.8117,0.4734,0.2297,0.0166,0
142,0.7457,0.6763,0.3493,0.0166,0
143,0.4392,0.3368,0.2936,0.0166,0
144,0.817,0.4206,0.1969,0.0166,0
145,0.7589,0.3558,0.0893,0.0166,0
146,0.4446,0.5942,0.2259,0.0166,0
147,0.5891,0.4346,0.6078,0.0166,0
148,0.3198,0.4438,0.4287,0.0166,0
149,0.4046,0.5324,0.3811,0.0166,0
150,0.1917,0.5584,0.4662,0.0166,0
151,0.6916,0.4825,0.3441,0.0166,0
152,0.2813,0.6298,0.3211,0.0166,0
153,0.6866,0.4734,0.5569,0.0166,0
154,0.7301,0.6347,0.322,0.0166,0
155,0.8085,0.4687,0.4243,0.0166,0
156,0.5815,0.3355,0.5552,0.0166,0
157,0.373,0.7181,0.3753,0.0166,0
158,0.2527,0.6588,0.4995,0.0166,0
159,0.4833,0.5391,0.2861,0.0166,0
160,0.4303,0.6095,0.4561,0.0166,0
161,0.6589,0.7026,0.3982,0.0166,0
162,0.6708,0.2875,0.5144,0.0166,0
163,0.4081,0.3004,0.62,0.0166,0
164,0.7977,0.4857,0.4452,0.0166,0
165,0.557,0.5657,0.3879,0.0166,0
166,0.2976,0.7198,0.2198,0.0166,0
167,0.7288,0.4854,0.3964,0.0166,0
168,0.7536,0.481,0.7345,0.0166,0
169,0.6941,0.7008,0.5284,0.0166,0
170,0.4431,0.3205,0.5425,0.0166,0
171,0.7134,0.5958,0.4434,0.0166,0
172,0.6217,0.3713,0.4784,0.0166,0
173,0.3452,0.642,0.4591,0.0166,0
174,0.3335,0.6528,0.2514,0.0166,0
175,0.731,0.6775,0.4261,0.0166,0
176,0.7418,0.6915,0.3192,0.0166,0
177,0.56,0.58,0.471,0.0166,0
178,0.1862,0.5188,0.2334,0.0166,0
179,0.6944,0.3964,0.4193,0.0166,0
180,0.7964,0.4957,0.2449,0.0166,0
181,0.5594,0.3131,0.4385,0.0166,0
182,0.5995,0.5933,0.3438,0.0166,0
183,0.1397,0.5345,0.219,0.0166,0
184,0.2653,0.5915,0.2921,0.0166,0
185,0.6189,0.5912,0.3461,0.0166,0
186,0.6464,0.5186,0.5614,0.0166,0
187,0.2873,0.3192,0.3287,0.0166,0
188,0.7145,0.4018,0.0551,0.0166,0
189,0.1857,0.655,0.2334,0.0166,0
190,0.7776,0.634,0.3325,0.0166,0
191,0.2509,0.6613,0.3034,0.0166,0
192,0.3701,0.6236,0.3777,0.0166,0
193,0.7147,0.4792,0.5513,0.0166,0
194,0.8106,0.5573,0.2602,0.0166,0
195,0.4762,0.3088,0.4682,0.0166,0
