anno_index,coord_x,coord_y,coord_z,diameter,malscore
0,0.6125,0.8125,0.5,0.0187,0
1,0.425,0.325,0.5879,0.0187,0
2,0.7156,0.7875,0.6121,0.0187,0
3,0.4031,0.7969,0.2394,0.0187,0
4,0.8344,0.6938,0.397,0.0187,0
5,0.5875,0.7,0.6152,0.0187,0
6,0.3812,0.3688,0.5394,0.0187,0
7,0.7531,0.3375,0.7121,0.0187,0
8,0.8719,0.5156,0.4939,0.0187,0
9,0.4094,0.7156,0.2606,0.0187,0
10,0.3281,0.8406,0.4848,0.0187,0
11,0.4219,0.2625,0.5061,0.0187,0
12,0.5969,0.7594,0.3242,0.0187,0
13,0.0938,0.4188,0.303,0.0187,0
14,0.2188,0.3125,0.6515,0.0187,0
15,0.0781,0.4562,0.3758,0.0187,0
16,0.2344,0.7969,0.4758,0.0187,0
17,0.6,0.7594,0.3364,0.0187,0
18,0.4156,0.6344,0.3,0.0187,0
19,0.8062,0.3094,0.5455,0.0187,0
20,0.8312,0.6281,0.6545,0.0187,0
21,0.1188,0.4375,0.3606,0.0187,0
22,0.3812,0.25,0.6121,0.0187,0
23,0.8312,0.3281,0.4788,0.0187,0
24,0.2875,0.2406,0.4727,0.0187,0
25,0.575,0.5906,0.5485,0.0187,0
26,0.5875,0.525,0.7333,0.0187,0
27,0.875,0.3938,0.4364,0.0187,0
28,0.15,0.7125,0.3727,0.0187,0
29,0.875,0.5031,0.4727,0.0187,0
30,0.8688,0.425,0.4879,0.0187,0
31,0.7406,0.3344,0.4788,0.0187,0
32,0.4562,0.2531,0.6455,0.0187,0
33,0.3875,0.4094,0.703,0.0187,0
34,0.4469,0.6781,0.3121,0.0187,0
35,0.7625,0.7688,0.3,0.0187,0
36,0.6594,0.7844,0.703,0.0187,0
37,0.1375,0.3312,0.4242,0.0187,0
38,0.1062,0.5781,0.3333,0.0187,0
39,0.2781,0.6344,0.3636,0.0187,0
40,0.7625,0.2781,0.1636,0.0187,0
41,0.2906,0.5469,0.4182,0.0187,0
42,0.3531,0.2531,0.6333,0.0187,0
43,0.625,0.5156,0.5697,0.0187,0
44,0.6219,0.5969,0.5424,0.0187,0
45,0.3375,0.5,0.6697,0.0187,0
46,0.3969,0.7156,0.8212,0.0187,0
47,0.1969,0.7312,0.6455,0.0187,0
48,0.5125,0.3188,0.7182,0.0187,0
