anno_index,coord_x,coord_y,coord_z,diameter,malscore
_Non-nodule 001,0.375,0.6523,0.7884,0.0117,0
_Non-nodule 002,0.3887,0.3242,0.6805,0.0117,0
_Non-nodule 003,0.7578,0.4434,0.6017,0.0117,0
_Non-nodule 004,0.7461,0.5879,0.6017,0.0117,0
_Non-nodule 005,0.6016,0.6953,0.527,0.0117,0
_Non-nodule 006,0.3672,0.6855,0.4315,0.0117,0
_Non-nodule 007,0.3594,0.2832,0.4315,0.0117,0
_Non-nodule 008,0.7461,0.6152,0.4315,0.0117,0
_Non-nodule 009,0.3066,0.3652,0.6846,0.0117,0
_Non-nodule 010,0.3027,0.668,0.5436,0.0117,0
_Non-nodule 011,0.2637,0.6426,0.444,0.0117,0
_Non-nodule 012,0.6777,0.7051,0.39,0.0117,0
_Non-nodule 013,0.6191,0.707,0.3734,0.0117,0
_Non-nodule 014,0.334,0.627,0.2573,0.0117,0
_Non-nodule 015,0.7598,0.6094,0.3195,0.0117,0
IL057_123869,0.373,0.6504,0.7884,0.0117,0
IL057_123894,0.5859,0.6777,0.7261,0.0117,0
IL057_123895,0.3086,0.3691,0.6971,0.0117,0
IL057_123896,0.3926,0.3281,0.6763,0.0117,0
IL057_123897,0.7227,0.5527,0.6598,0.0117,0
IL057_123883,0.3027,0.6641,0.5394,0.0117,0
IL057_123898,0.7441,0.3984,0.556,0.0117,0
IL057_123900,0.7266,0.6348,0.5353,0.0117,0
IL057_123901,0.6191,0.6875,0.5353,0.0117,0
IL057_123902,0.4082,0.3516,0.4896,0.0117,0
IL057_123903,0.6797,0.7012,0.3817,0.0117,0
IL057_123889,0.6211,0.707,0.3817,0.0117,0
IL057_123904,0.3906,0.6758,0.3361,0.0117,0
IL057_123906,0.7656,0.6074,0.3071,0.0117,0
IL057_123908,0.2695,0.6504,0.4523,0.0117,0
IL057_123909,0.752,0.5938,0.5104,0.0117,0
MI014_16225,0.4219,0.3438,0.4772,0.0117,0
MI014_16227,0.3359,0.6699,0.2614,0.0117,0
MI014_16182,0.375,0.6543,0.7842,0.0117,0
MI014_16228,0.6289,0.6699,0.2863,0.0117,0
MI014_16229,0.6816,0.6523,0.5436,0.0117,0
MI014_16230,0.6836,0.541,0.6432,0.0117,0
MI014_16186,0.7578,0.4434,0.6017,0.0117,0
MI014_16187,0.7461,0.5879,0.6017,0.0117,0
MI014_16188,0.6016,0.6953,0.527,0.0117,0
MI014_16189,0.3672,0.6855,0.4315,0.0117,0
MI014_16190,0.3594,0.2832,0.4315,0.0117,0
MI014_16191,0.7461,0.6152,0.4315,0.0117,0
MI014_16203,0.334,0.627,0.2573,0.0117,0
MI014_16204,0.7598,0.6094,0.3195,0.0117,0
MI014_16206,0.5859,0.6777,0.7261,0.0117,0
MI014_16209,0.7227,0.5527,0.6598,0.0117,0
MI014_16211,0.7461,0.4023,0.5602,0.0117,0
MI014_16212,0.7266,0.6348,0.5353,0.0117,0
MI014_16213,0.6191,0.6875,0.5353,0.0117,0
MI014_16214,0.4082,0.3516,0.4896,0.0117,0
MI014_16217,0.3887,0.6777,0.3361,0.0117,0
MI014_16219,0.7637,0.6074,0.3029,0.0117,0
MI014_16232,0.3438,0.6719,0.2614,0.0117,0
MI014_16234,0.7285,0.5371,0.668,0.0117,0
MI014_16235,0.6895,0.6738,0.5477,0.0117,0
1,0.3047,0.3672,0.6929,0.0117,0
2,0.3027,0.666,0.5436,0.0117,0
3,0.2734,0.6445,0.4647,0.0117,0
4,0.6758,0.6992,0.39,0.0117,0
5,0.623,0.7051,0.3693,0.0117,0
6,0.7637,0.6074,0.3029,0.0117,0
7,0.707,0.5273,0.7593,0.0117,0
8,0.3711,0.6562,0.7884,0.0117,0
9,0.7461,0.4023,0.5602,0.0117,0
10,0.418,0.3418,0.4813,0.0117,0
11,0.3887,0.6777,0.3361,0.0117,0
12,0.75,0.5938,0.5062,0.0117,0
15,0.3438,0.6719,0.2614,0.0117,0
16,0.3906,0.3262,0.6805,0.0117,0
17,0.4531,0.3945,0.7635,0.0117,0
18,0.7285,0.5371,0.668,0.0117,0
19,0.6895,0.6738,0.5477,0.0117,0
