anno_index,coord_x,coord_y,coord_z,diameter,malscore
0,0.2025,0.39,0.616,0.015,0
1,0.55,0.63,0.4751,0.015,0
2,0.1875,0.4375,0.6215,0.015,0
3,0.265,0.3425,0.6464,0.015,0
4,0.64,0.565,0.6022,0.015,0
5,0.19,0.43,0.663,0.015,0
6,0.425,0.495,0.2652,0.015,0
7,0.1625,0.5975,0.4199,0.015,0
8,0.24,0.7025,0.5331,0.015,0
9,0.2475,0.3325,0.5276,0.015,0
10,0.735,0.6975,0.5387,0.015,0
11,0.75,0.33,0.3591,0.015,0
12,0.145,0.5175,0.3895,0.015,0
13,0.18,0.615,0.4834,0.015,0
14,0.1875,0.395,0.4475,0.015,0
15,0.8375,0.4325,0.4061,0.015,0
16,0.6875,0.385,0.1077,0.015,0
17,0.4325,0.3375,0.3785,0.015,0
18,0.305,0.73,0.3508,0.015,0
19,0.5925,0.695,0.7541,0.015,0
20,0.7075,0.3925,0.1547,0.015,0
21,0.5925,0.4425,0.5249,0.015,0
22,0.6175,0.5075,0.6381,0.015,0
23,0.4375,0.3,0.5193,0.015,0
24,0.6375,0.275,0.5608,0.015,0
25,0.7475,0.6775,0.6602,0.015,0
26,0.4375,0.6675,0.4227,0.015,0
27,0.5675,0.285,0.5497,0.015,0
28,0.1325,0.5075,0.1934,0.015,0
29,0.3475,0.3,0.4144,0.015,0
30,0.435,0.3,0.5083,0.015,0
31,0.5025,0.3575,0.558,0.015,0
32,0.605,0.7125,0.3315,0.015,0
33,0.5575,0.6325,0.5884,0.015,0
34,0.605,0.2775,0.5,0.015,0
35,0.365,0.74,0.4116,0.015,0
36,0.4125,0.3025,0.605,0.015,0
37,0.33,0.31,0.6519,0.015,0
38,0.27,0.3275,0.1823,0.015,0
39,0.84,0.62,0.2569,0.015,0
40,0.5725,0.3175,0.4144,0.015,0
41,0.27,0.32,0.4365,0.015,0
42,0.6825,0.41,0.0414,0.015,0
43,0.2825,0.7275,0.6077,0.015,0
44,0.1775,0.405,0.1657,0.015,0
45,0.395,0.39,0.4033,0.015,0
46,0.8575,0.465,0.268,0.015,0
47,0.165,0.515,0.5055,0.015,0
48,0.8275,0.41,0.4282,0.015,0
49,0.5525,0.62,0.3978,0.015,0
50,0.1975,0.3425,0.2956,0.015,0
51,0.67,0.73,0.5221,0.015,0
52,0.395,0.43,0.4558,0.015,0
53,0.77,0.5225,0.8425,0.015,0
54,0.195,0.345,0.2956,0.015,0
55,0.1825,0.3725,0.1768,0.015,0
56,0.5925,0.575,0.6271,0.015,0
57,0.6025,0.53,0.3508,0.015,0
58,0.235,0.7125,0.3232,0.015,0
59,0.665,0.7225,0.3398,0.015,0
60,0.31,0.3175,0.3232,0.015,0
61,0.2275,0.365,0.616,0.015,0
62,0.76,0.6625,0.5829,0.015,0
63,0.315,0.74,0.5994,0.015,0
