anno_index,coord_x,coord_y,coord_z,diameter,malscore
_Non-nodule 001,0.3496,0.666,0.8214,0.0117,0
_Non-nodule 002,0.6855,0.457,0.7214,0.0117,0
_Non-nodule 003,0.3164,0.5488,0.6214,0.0117,0
_Non-nodule 004,0.2988,0.6973,0.5643,0.0117,0
_Non-nodule 005,0.3418,0.6621,0.5071,0.0117,0
_Non-nodule 006,0.7188,0.6895,0.4643,0.0117,0
_Non-nodule 007,0.3672,0.6719,0.4929,0.0117,0
IL057_130606,0.3574,0.668,0.8286,0.0117,0
IL057_130608,0.3184,0.5469,0.6214,0.0117,0
IL057_130607,0.3184,0.5527,0.6214,0.0117,0
IL057_130609,0.3008,0.6992,0.5643,0.0117,0
IL057_130610,0.3418,0.6602,0.5071,0.0117,0
IL057_130594,0.7246,0.6836,0.4786,0.0117,0
IL057_130605,0.6855,0.4609,0.7214,0.0117,0
MI014_16611,0.3555,0.6699,0.8214,0.0117,0
MI014_16612,0.3125,0.543,0.6214,0.0117,0
MI014_16613,0.3711,0.6738,0.4929,0.0117,0
MI014_16593,0.7246,0.6836,0.4786,0.0117,0
MI014_16602,0.3496,0.666,0.8214,0.0117,0
MI014_16604,0.6855,0.4609,0.7214,0.0117,0
MI014_16605,0.3574,0.668,0.8286,0.0117,0
MI014_16606,0.3184,0.5527,0.6214,0.0117,0
MI014_16608,0.3008,0.6992,0.5643,0.0117,0
MI014_16610,0.3438,0.6582,0.5071,0.0117,0
MI014_16614,0.3477,0.6504,0.8357,0.0117,0
MI014_16615,0.2676,0.3906,0.3929,0.0117,0
MI014_16618,0.3574,0.625,0.5929,0.0117,0
MI014_16620,0.2969,0.5059,0.65,0.0117,0
MI014_16621,0.2773,0.5039,0.5,0.0117,0
1,0.3477,0.6504,0.8357,0.0117,0
2,0.2676,0.3906,0.3929,0.0117,0
3,0.6602,0.3359,0.3,0.0117,0
4,0.7227,0.4746,0.2714,0.0117,0
5,0.3574,0.625,0.5929,0.0117,0
6,0.2969,0.5059,0.65,0.0117,0
7,0.2773,0.5039,0.5,0.0117,0
10,0.6934,0.4609,0.7286,0.0117,0
11,0.3438,0.6582,0.5071,0.0117,0
