anno_index,coord_x,coord_y,coord_z,diameter,malscore
0,0.4562,0.475,0.5422,0.0187,0
1,0.8562,0.5094,0.5753,0.0187,0
2,0.8656,0.3469,0.3855,0.0187,0
3,0.4312,0.2188,0.6295,0.0187,0
4,0.3688,0.2219,0.4759,0.0187,0
5,0.4062,0.2125,0.5602,0.0187,0
6,0.4062,0.5,0.6024,0.0187,0
7,0.3656,0.475,0.3163,0.0187,0
8,0.3719,0.7094,0.5994,0.0187,0
9,0.7312,0.3188,0.512,0.0187,0
10,0.3812,0.7031,0.6235,0.0187,0
11,0.4094,0.3438,0.506,0.0187,0
12,0.1406,0.4062,0.5904,0.0187,0
13,0.5562,0.5969,0.6416,0.0187,0
14,0.5375,0.7219,0.6596,0.0187,0
15,0.3125,0.7188,0.6988,0.0187,0
16,0.2,0.2875,0.5783,0.0187,0
17,0.8562,0.5469,0.5542,0.0187,0
18,0.8219,0.4062,0.1687,0.0187,0
19,0.7,0.2469,0.5964,0.0187,0
20,0.1625,0.2938,0.3675,0.0187,0
21,0.2844,0.2094,0.4157,0.0187,0
22,0.2844,0.6906,0.7771,0.0187,0
23,0.1344,0.5625,0.5392,0.0187,0
24,0.5438,0.6188,0.9337,0.0187,0
25,0.8344,0.4281,0.6446,0.0187,0
26,0.6406,0.7188,0.3313,0.0187,0
27,0.5594,0.4531,0.3976,0.0187,0
28,0.375,0.225,0.4729,0.0187,0
29,0.5938,0.4406,0.3946,0.0187,0
30,0.4031,0.2969,0.4006,0.0187,0
31,0.2062,0.6906,0.488,0.0187,0
32,0.8438,0.55,0.6114,0.0187,0
33,0.5625,0.4344,0.3855,0.0187,0
34,0.3781,0.6781,0.7952,0.0187,0
35,0.875,0.375,0.4096,0.0187,0
36,0.725,0.6844,0.2771,0.0187,0
37,0.5688,0.4531,0.3464,0.0187,0
38,0.7844,0.3844,0.7289,0.0187,0
39,0.3062,0.5469,0.3042,0.0187,0
40,0.7875,0.6531,0.259,0.0187,0
41,0.3062,0.3281,0.8163,0.0187,0
42,0.2062,0.2688,0.5181,0.0187,0
43,0.8844,0.4781,0.3193,0.0187,0
44,0.8281,0.3375,0.5301,0.0187,0
45,0.275,0.7312,0.6235,0.0187,0
46,0.7969,0.4406,0.3524,0.0187,0
47,0.3906,0.4812,0.6114,0.0187,0
48,0.6531,0.4375,0.5452,0.0187,0
49,0.6375,0.475,0.3404,0.0187,0
50,0.7406,0.7156,0.3163,0.0187,0
51,0.3188,0.6625,0.247,0.0187,0
52,0.2625,0.2781,0.3614,0.0187,0
53,0.5,0.6062,0.762,0.0187,0
54,0.6781,0.4406,0.4157,0.0187,0
55,0.2,0.6875,0.5452,0.0187,0
56,0.2812,0.6562,0.238,0.0187,0
57,0.85,0.3781,0.5271,0.0187,0
58,0.6625,0.4531,0.4367,0.0187,0
59,0.4594,0.2688,0.5904,0.0187,0
60,0.1312,0.5125,0.5843,0.0187,0
61,0.2188,0.575,0.2922,0.0187,0
62,0.1219,0.4406,0.4488,0.0187,0
63,0.8156,0.6281,0.256,0.0187,0
64,0.7719,0.375,0.1988,0.0187,0
65,0.8188,0.3469,0.5904,0.0187,0
66,0.3281,0.2062,0.4849,0.0187,0
67,0.8156,0.6719,0.3524,0.0187,0
68,0.3969,0.2969,0.8313,0.0187,0
69,0.2812,0.2312,0.3825,0.0187,0
70,0.8,0.3188,0.4217,0.0187,0
71,0.6562,0.7375,0.7861,0.0187,0
72,0.5531,0.6281,0.3886,0.0187,0
73,0.5438,0.5094,0.5663,0.0187,0
74,0.8844,0.4281,0.4066,0.0187,0
75,0.1969,0.2906,0.5542,0.0187,0
76,0.4156,0.275,0.4819,0.0187,0
77,0.5781,0.6938,0.3705,0.0187,0
78,0.2406,0.7156,0.512,0.0187,0
79,0.5562,0.4781,0.497,0.0187,0
80,0.1656,0.3906,0.6807,0.0187,0
81,0.7219,0.3438,0.3855,0.0187,0
82,0.2719,0.6688,0.244,0.0187,0
83,0.1594,0.3,0.3404,0.0187,0
84,0.7906,0.2938,0.497,0.0187,0
85,0.1469,0.6031,0.5482,0.0187,0
86,0.8062,0.4281,0.3524,0.0187,0
87,0.7,0.3656,0.3855,0.0187,0
88,0.2938,0.6625,0.238,0.0187,0
89,0.6531,0.4562,0.4428,0.0187,0
90,0.2406,0.3625,0.7831,0.0187,0
91,0.5344,0.6125,0.9247,0.0187,0
92,0.4969,0.4844,0.4307,0.0187,0
93,0.3219,0.6469,0.244,0.0187,0
94,0.2312,0.3344,0.7349,0.0187,0
95,0.7906,0.3,0.5723,0.0187,0
96,0.2938,0.2125,0.4578,0.0187,0
97,0.3094,0.2156,0.4217,0.0187,0
98,0.5625,0.5562,0.5151,0.0187,0
99,0.4031,0.2125,0.5512,0.0187,0
100,0.2875,0.6469,0.247,0.0187,0
101,0.175,0.4969,0.7711,0.0187,0
102,0.7469,0.3656,0.4217,0.0187,0
103,0.3219,0.2156,0.5602,0.0187,0
104,0.7656,0.3062,0.6596,0.0187,0
105,0.8094,0.3312,0.5994,0.0187,0
106,0.8344,0.3375,0.506,0.0187,0
107,0.8781,0.4656,0.4729,0.0187,0
108,0.8094,0.3469,0.6205,0.0187,0
109,0.3188,0.4625,0.3253,0.0187,0
110,0.6938,0.725,0.3163,0.0187,0
111,0.2438,0.6406,0.262,0.0187,0
112,0.5125,0.4375,0.997,0.0187,0
113,0.3688,0.3375,0.3735,0.0187,0
114,0.4812,0.525,0.6837,0.0187,0
115,0.425,0.375,0.6145,0.0187,0
116,0.4656,0.4812,0.2922,0.0187,0
117,0.4562,0.5031,0.3765,0.0187,0
118,0.3938,0.2188,0.6506,0.0187,0
119,0.8094,0.3062,0.4518,0.0187,0
120,0.1344,0.4844,0.5994,0.0187,0
121,0.4094,0.4312,0.5361,0.0187,0
122,0.6406,0.2406,0.5723,0.0187,0
123,0.6,0.4719,0.4337,0.0187,0
124,0.8562,0.3781,0.491,0.0187,0
125,0.8062,0.6688,0.2952,0.0187,0
126,0.8625,0.5906,0.3765,0.0187,0
127,0.1844,0.3156,0.5994,0.0187,0
128,0.7625,0.3375,0.4096,0.0187,0
129,0.5625,0.4812,0.491,0.0187,0
130,0.1656,0.2844,0.3886,0.0187,0
131,0.8688,0.5469,0.4819,0.0187,0
132,0.4031,0.6656,0.6205,0.0187,0
133,0.8156,0.4094,0.1687,0.0187,0
134,0.4688,0.4281,0.4398,0.0187,0
135,0.7781,0.6125,0.7831,0.0187,0
136,0.3906,0.4344,0.3313,0.0187,0
137,0.2656,0.2375,0.509,0.0187,0
138,0.8625,0.5062,0.5452,0.0187,0
139,0.3062,0.7281,0.6084,0.0187,0
140,0.8,0.3375,0.6235,0.0187,0
141,0.8312,0.3281,0.4398,0.0187,0
142,0.5312,0.6188,0.6627,0.0187,0
143,0.8688,0.5312,0.497,0.0187,0
144,0.6781,0.725,0.3133,0.0187,0
145,0.3156,0.3,0.3735,0.0187,0
146,0.1219,0.425,0.3946,0.0187,0
147,0.4531,0.2219,0.6355,0.0187,0
148,0.4812,0.5188,0.6777,0.0187,0
149,0.7781,0.3094,0.6205,0.0187,0
150,0.5625,0.525,0.4578,0.0187,0
151,0.7312,0.2719,0.6205,0.0187,0
152,0.275,0.6594,0.2349,0.0187,0
153,0.5625,0.3812,0.7199,0.0187,0
154,0.2875,0.2344,0.5964,0.0187,0
155,0.6875,0.4406,0.4398,0.0187,0
156,0.3688,0.225,0.6657,0.0187,0
157,0.3125,0.7219,0.6717,0.0187,0
158,0.5562,0.3688,0.7169,0.0187,0
159,0.8531,0.5281,0.2982,0.0187,0
160,0.4062,0.6562,0.6566,0.0187,0
161,0.825,0.3219,0.4428,0.0187,0
162,0.1906,0.6688,0.4488,0.0187,0
163,0.1344,0.4,0.5211,0.0187,0
164,0.8,0.5625,0.7651,0.0187,0
165,0.8812,0.4906,0.4187,0.0187,0
166,0.8562,0.3406,0.3916,0.0187,0
167,0.4156,0.4281,0.6627,0.0187,0
168,0.1188,0.4375,0.3524,0.0187,0
169,0.7344,0.7062,0.2681,0.0187,0
170,0.7875,0.4125,0.744,0.0187,0
171,0.2219,0.4031,0.7982,0.0187,0
172,0.4031,0.4062,0.8464,0.0187,0
173,0.6156,0.4531,0.3464,0.0187,0
174,0.5312,0.2375,0.6416,0.0187,0
175,0.7938,0.2938,0.2139,0.0187,0
176,0.45,0.5031,0.3464,0.0187,0
177,0.7781,0.3594,0.0301,0.0187,0
178,0.3188,0.2281,0.4036,0.0187,0
179,0.6781,0.2719,0.7139,0.0187,0
180,0.2188,0.5844,0.2892,0.0187,0
181,0.425,0.2969,0.5452,0.0187,0
182,0.2219,0.2812,0.6084,0.0187,0
183,0.4188,0.2469,0.756,0.0187,0
184,0.4594,0.4531,0.4789,0.0187,0
185,0.6219,0.4719,0.509,0.0187,0
186,0.8781,0.3906,0.3765,0.0187,0
187,0.7812,0.2875,0.5181,0.0187,0
188,0.1469,0.6031,0.4127,0.0187,0
189,0.7344,0.2906,0.503,0.0187,0
190,0.6781,0.7125,0.8193,0.0187,0
191,0.6375,0.35,0.6084,0.0187,0
192,0.2219,0.4094,0.8072,0.0187,0
193,0.1281,0.3875,0.4458,0.0187,0
194,0.775,0.2812,0.5482,0.0187,0
195,0.7906,0.2938,0.494,0.0187,0
196,0.8625,0.4156,0.5181,0.0187,0
197,0.8125,0.5219,0.1958,0.0187,0
198,0.1438,0.3938,0.5542,0.0187,0
199,0.4438,0.2531,0.759,0.0187,0
