anno_index,coord_x,coord_y,coord_z,diameter,malscore
0,0.6536,0.6845,0.8721,0.0181,0
1,0.4246,0.6647,0.4916,0.0181,0
2,0.4077,0.616,0.8397,0.0181,0
3,0.433,0.5882,0.6205,0.0181,0
4,0.3668,0.6844,0.7741,0.0181,0
5,0.3937,0.5532,0.633,0.0181,0
6,0.7025,0.606,0.8485,0.0181,0
7,0.367,0.7567,0.8063,0.0181,0
8,0.833,0.6928,0.2971,0.0181,0
9,0.6453,0.5264,0.5617,0.0181,0
10,0.7856,0.5381,0.4159,0.0181,0
11,0.7957,0.4779,0.4925,0.0181,0
12,0.6774,0.7,0.8386,0.0181,0
13,0.3487,0.7893,0.3397,0.0181,0
14,0.2366,0.5042,0.7202,0.0181,0
15,0.231,0.3836,0.3565,0.0181,0
16,0.3799,0.5953,0.4605,0.0181,0
17,0.2546,0.7733,0.296,0.0181,0
18,0.3744,0.6638,0.7937,0.0181,0
19,0.7237,0.534,0.6451,0.0181,0
20,0.3911,0.5777,0.8432,0.0181,0
21,0.3926,0.6634,0.8244,0.0181,0
22,0.2351,0.4866,0.5453,0.0181,0
23,0.2358,0.5437,0.7922,0.0181,0
24,0.3095,0.6451,0.8557,0.0181,0
25,0.6338,0.5744,0.4572,0.0181,0
26,0.5533,0.567,0.3806,0.0181,0
27,0.4302,0.6436,0.8731,0.0181,0
28,0.2827,0.4433,0.5125,0.0181,0
29,0.606,0.6336,0.3607,0.0181,0
30,0.2908,0.3918,0.4626,0.0181,0
31,0.2549,0.3998,0.6024,0.0181,0
32,0.5159,0.5559,0.8846,0.0181,0
33,0.7331,0.5282,0.6286,0.0181,0
34,0.3054,0.4961,0.6946,0.0181,0
35,0.4125,0.6616,0.4823,0.0181,0
36,0.4354,0.3717,0.4956,0.0181,0
37,0.2296,0.4333,0.6041,0.0181,0
38,0.6412,0.5134,0.6833,0.0181,0
39,0.6064,0.582,0.4688,0.0181,0
40,0.786,0.5681,0.5082,0.0181,0
41,0.6165,0.5959,0.7257,0.0181,0
42,0.222,0.4786,0.7255,0.0181,0
43,0.3261,0.531,0.5758,0.0181,0
44,0.4059,0.5274,0.4915,0.0181,0
