anno_index,coord_x,coord_y,coord_z,diameter,malscore
0,0.5088,0.35,0.5994,0.0176,0
1,0.4088,0.7853,0.3404,0.0176,0
2,0.6,0.3618,0.5663,0.0176,0
3,0.4353,0.4647,0.6506,0.0176,0
4,0.7088,0.8147,0.4127,0.0176,0
5,0.4853,0.6765,0.512,0.0176,0
6,0.6618,0.7294,0.2771,0.0176,0
7,0.7441,0.4441,0.3765,0.0176,0
8,0.5412,0.5059,0.8464,0.0176,0
9,0.7324,0.3676,0.6205,0.0176,0
10,0.7588,0.3647,0.5241,0.0176,0
11,0.6324,0.7441,0.238,0.0176,0
12,0.25,0.4118,0.7319,0.0176,0
13,0.7176,0.3206,0.3976,0.0176,0
14,0.15,0.6176,0.3133,0.0176,0
15,0.6088,0.3294,0.512,0.0176,0
16,0.1912,0.3941,0.5301,0.0176,0
17,0.6853,0.3676,0.6687,0.0176,0
18,0.4765,0.3206,0.4669,0.0176,0
19,0.6059,0.7441,0.262,0.0176,0
20,0.6147,0.3206,0.5331,0.0176,0
21,0.7471,0.3176,0.3343,0.0176,0
22,0.2324,0.35,0.5181,0.0176,0
23,0.4147,0.4088,0.5753,0.0176,0
24,0.15,0.5853,0.6114,0.0176,0
25,0.1412,0.55,0.5181,0.0176,0
26,0.5088,0.3853,0.1596,0.0176,0
27,0.6794,0.3412,0.5873,0.0176,0
28,0.3029,0.7706,0.2892,0.0176,0
29,0.6118,0.7294,0.2289,0.0176,0
30,0.1441,0.5941,0.5361,0.0176,0
31,0.5706,0.6618,0.4789,0.0176,0
32,0.8647,0.6735,0.3916,0.0176,0
33,0.1912,0.4147,0.6054,0.0176,0
34,0.2912,0.7912,0.2741,0.0176,0
35,0.3235,0.8147,0.2801,0.0176,0
36,0.7941,0.3676,0.4548,0.0176,0
37,0.8206,0.7265,0.247,0.0176,0
38,0.4441,0.5559,0.8584,0.0176,0
39,0.8029,0.7794,0.4096,0.0176,0
40,0.6618,0.3824,0.5301,0.0176,0
41,0.8735,0.6618,0.3735,0.0176,0
42,0.3059,0.3088,0.4518,0.0176,0
43,0.3265,0.8324,0.3765,0.0176,0
44,0.5912,0.5824,0.3464,0.0176,0
45,0.6735,0.5206,0.491,0.0176,0
46,0.1676,0.7382,0.3825,0.0176,0
47,0.6706,0.8059,0.3735,0.0176,0
48,0.6412,0.3647,0.5361,0.0176,0
49,0.7912,0.5471,0.7861,0.0176,0
50,0.6471,0.3735,0.5361,0.0176,0
51,0.4824,0.3824,0.6145,0.0176,0
52,0.4147,0.3676,0.6386,0.0176,0
53,0.6912,0.4647,0.5,0.0176,0
54,0.6353,0.3735,0.1596,0.0176,0
55,0.6471,0.7618,0.8675,0.0176,0
56,0.3941,0.4382,0.0633,0.0176,0
57,0.4882,0.6324,0.25,0.0176,0
58,0.8,0.5265,0.762,0.0176,0
59,0.3118,0.7265,0.3163,0.0176,0
60,0.5706,0.5735,0.4277,0.0176,0
61,0.4559,0.7206,0.4096,0.0176,0
62,0.1618,0.7206,0.4367,0.0176,0
63,0.8412,0.4235,0.4096,0.0176,0
64,0.4706,0.5588,0.3916,0.0176,0
65,0.15,0.5794,0.6325,0.0176,0
66,0.5588,0.6412,0.503,0.0176,0
67,0.3765,0.3118,0.4789,0.0176,0
68,0.5824,0.4118,0.1898,0.0176,0
69,0.3824,0.6,0.3584,0.0176,0
70,0.3794,0.6647,0.3223,0.0176,0
71,0.3853,0.3412,0.3916,0.0176,0
72,0.7765,0.4412,0.7139,0.0176,0
73,0.8471,0.4529,0.4307,0.0176,0
74,0.7471,0.8118,0.4458,0.0176,0
75,0.8765,0.6529,0.256,0.0176,0
76,0.3853,0.3265,0.5361,0.0176,0
77,0.7971,0.3912,0.5301,0.0176,0
