anno_index,coord_x,coord_y,coord_z,diameter,malscore
_Non-nodule 001,0.8145,0.334,0.4697,0.0117,0
_Non-nodule 002,0.3945,0.5371,0.4848,0.0117,0
_Non-nodule 003,0.7715,0.4688,0.4205,0.0117,0
_Non-nodule 004,0.668,0.5293,0.6061,0.0117,0
_Non-nodule 006,0.1914,0.2871,0.4205,0.0117,0
54381,0.377,0.3809,0.7614,0.0117,0
54382,0.1934,0.2871,0.4205,0.0117,0
54383,0.4043,0.5391,0.4886,0.0117,0
54384,0.668,0.5312,0.6061,0.0117,0
54385,0.7734,0.4688,0.4205,0.0117,0
54380,0.8145,0.334,0.4697,0.0117,0
7501,0.3965,0.5332,0.4848,0.0117,0
7502,0.6367,0.2461,0.6212,0.0117,0
7496,0.377,0.3809,0.7614,0.0117,0
7497,0.1934,0.2871,0.4205,0.0117,0
7498,0.4043,0.5391,0.4886,0.0117,0
7499,0.668,0.5312,0.6061,0.0117,0
7500,0.7734,0.4688,0.4205,0.0117,0
IL057_161802,0.8145,0.334,0.4697,0.0117,0
