anno_index,coord_x,coord_y,coord_z,diameter,malscore
0,0.4585,0.6504,0.5859,0.0172,0
1,0.8682,0.4585,0.227,0.0172,0
2,0.2178,0.6361,0.5245,0.0172,0
3,0.3639,0.4728,0.5184,0.0172,0
4,0.3181,0.2779,0.6288,0.0172,0
5,0.7765,0.4441,0.7331,0.0172,0
6,0.4957,0.2808,0.589,0.0172,0
7,0.7679,0.3582,0.6503,0.0172,0
8,0.1805,0.3467,0.5276,0.0172,0
9,0.4441,0.6705,0.4202,0.0172,0
10,0.1375,0.3696,0.2761,0.0172,0
11,0.2665,0.6877,0.4049,0.0172,0
12,0.361,0.2636,0.6012,0.0172,0
13,0.6017,0.2808,0.6564,0.0172,0
14,0.1662,0.5845,0.3221,0.0172,0
15,0.298,0.7106,0.411,0.0172,0
16,0.2206,0.2665,0.3773,0.0172,0
17,0.6533,0.6189,0.135,0.0172,0
18,0.3266,0.4699,0.2239,0.0172,0
19,0.6562,0.4785,0.3282,0.0172,0
20,0.7507,0.2493,0.3313,0.0172,0
21,0.8309,0.6046,0.3436,0.0172,0
22,0.7536,0.2521,0.3037,0.0172,0
23,0.1633,0.4069,0.5675,0.0172,0
24,0.7564,0.3095,0.5859,0.0172,0
25,0.8625,0.5272,0.2577,0.0172,0
26,0.4097,0.4613,0.4509,0.0172,0
27,0.6132,0.5301,0.4325,0.0172,0
28,0.4298,0.3754,0.6043,0.0172,0
29,0.6046,0.4011,0.5644,0.0172,0
30,0.1318,0.4756,0.3006,0.0172,0
31,0.3696,0.7278,0.5276,0.0172,0
32,0.6046,0.5702,0.4632,0.0172,0
33,0.3983,0.6304,0.8773,0.0172,0
34,0.6246,0.49,0.365,0.0172,0
35,0.2092,0.4556,0.7301,0.0172,0
36,0.4756,0.5587,0.4325,0.0172,0
37,0.7335,0.3553,0.2791,0.0172,0
38,0.212,0.6332,0.5736,0.0172,0
39,0.553,0.5501,0.1748,0.0172,0
40,0.447,0.6132,0.3466,0.0172,0
41,0.1948,0.5903,0.5123,0.0172,0
42,0.1662,0.3123,0.3436,0.0172,0
43,0.5215,0.5043,0.681,0.0172,0
44,0.5845,0.6676,0.3865,0.0172,0
45,0.467,0.5158,0.2577,0.0172,0
46,0.3582,0.7077,0.3466,0.0172,0
47,0.8453,0.5559,0.3896,0.0172,0
48,0.6562,0.4298,0.4294,0.0172,0
49,0.1347,0.5817,0.1472,0.0172,0
50,0.2034,0.2464,0.2209,0.0172,0
51,0.6246,0.3295,0.5,0.0172,0
52,0.639,0.7278,0.4356,0.0172,0
53,0.7479,0.7106,0.3773,0.0172,0
54,0.5788,0.6046,0.4724,0.0172,0
55,0.1547,0.467,0.4724,0.0172,0
56,0.8309,0.6218,0.2515,0.0172,0
57,0.2092,0.6246,0.5123,0.0172,0
58,0.4699,0.2464,0.4233,0.0172,0
59,0.1519,0.3954,0.4264,0.0172,0
60,0.7364,0.7106,0.3098,0.0172,0
61,0.6218,0.5444,0.5061,0.0172,0
62,0.4269,0.2521,0.5061,0.0172,0
63,0.4527,0.3668,0.7485,0.0172,0
64,0.6275,0.467,0.5767,0.0172,0
65,0.4499,0.6762,0.5092,0.0172,0
66,0.5731,0.4613,0.1718,0.0172,0
67,0.7049,0.6848,0.1687,0.0172,0
68,0.4126,0.3668,0.4755,0.0172,0
69,0.8424,0.4241,0.5491,0.0172,0
70,0.4556,0.6275,0.408,0.0172,0
71,0.6046,0.4756,0.4939,0.0172,0
72,0.1719,0.3037,0.3497,0.0172,0
73,0.8481,0.404,0.454,0.0172,0
74,0.5989,0.467,0.681,0.0172,0
75,0.1547,0.4384,0.5184,0.0172,0
76,0.7364,0.2579,0.4571,0.0172,0
77,0.2521,0.5129,0.2178,0.0172,0
78,0.4327,0.4126,0.6564,0.0172,0
79,0.2436,0.5874,0.8037,0.0172,0
80,0.467,0.3926,0.6994,0.0172,0
81,0.4413,0.2436,0.4018,0.0172,0
82,0.4499,0.5788,0.4325,0.0172,0
83,0.616,0.341,0.7515,0.0172,0
84,0.8596,0.4298,0.2669,0.0172,0
85,0.4957,0.5301,0.3773,0.0172,0
86,0.2006,0.6046,0.5092,0.0172,0
87,0.2292,0.6046,0.7577,0.0172,0
88,0.4842,0.5387,0.7301,0.0172,0
89,0.7564,0.3238,0.6196,0.0172,0
90,0.361,0.5817,0.8988,0.0172,0
91,0.6418,0.4728,0.5706,0.0172,0
92,0.4613,0.5043,0.5307,0.0172,0
93,0.7908,0.6762,0.4172,0.0172,0
94,0.4441,0.2951,0.4571,0.0172,0
95,0.404,0.3324,0.7423,0.0172,0
96,0.788,0.3095,0.5368,0.0172,0
97,0.1777,0.4327,0.6442,0.0172,0
98,0.7507,0.3037,0.5798,0.0172,0
99,0.2636,0.6934,0.5031,0.0172,0
100,0.1891,0.5845,0.408,0.0172,0
101,0.7851,0.3811,0.6626,0.0172,0
102,0.7679,0.6991,0.411,0.0172,0
103,0.4957,0.5759,0.5368,0.0172,0
104,0.8453,0.4097,0.5061,0.0172,0
105,0.6304,0.2292,0.4877,0.0172,0
106,0.4011,0.3095,0.3865,0.0172,0
107,0.1662,0.5043,0.6258,0.0172,0
108,0.2063,0.5731,0.7331,0.0172,0
109,0.4155,0.4842,0.4693,0.0172,0
110,0.5845,0.6562,0.362,0.0172,0
111,0.2063,0.6246,0.4632,0.0172,0
112,0.255,0.2521,0.4509,0.0172,0
113,0.4069,0.4355,0.592,0.0172,0
114,0.255,0.6819,0.3957,0.0172,0
115,0.8481,0.3868,0.3006,0.0172,0
116,0.4298,0.6905,0.4693,0.0172,0
117,0.4814,0.6017,0.6166,0.0172,0
118,0.1633,0.3066,0.2546,0.0172,0
119,0.4814,0.5043,0.4172,0.0172,0
120,0.3782,0.3209,0.2822,0.0172,0
121,0.4212,0.2894,0.408,0.0172,0
122,0.7364,0.7278,0.4448,0.0172,0
123,0.7994,0.3496,0.5828,0.0172,0
124,0.5215,0.5444,0.5521,0.0172,0
125,0.6103,0.5673,0.4908,0.0172,0
126,0.8481,0.533,0.5215,0.0172,0
127,0.4814,0.4928,0.3834,0.0172,0
128,0.4527,0.4756,0.1595,0.0172,0
129,0.7536,0.2607,0.2423,0.0172,0
130,0.3983,0.702,0.4387,0.0172,0
131,0.3266,0.2321,0.4601,0.0172,0
132,0.4355,0.4986,0.6564,0.0172,0
133,0.3238,0.7192,0.3834,0.0172,0
134,0.8596,0.4785,0.4294,0.0172,0
135,0.4384,0.2607,0.546,0.0172,0
136,0.1547,0.4728,0.4724,0.0172,0
137,0.7536,0.7163,0.454,0.0172,0
138,0.467,0.6046,0.5675,0.0172,0
139,0.5215,0.5444,0.6196,0.0172,0
140,0.4986,0.255,0.5123,0.0172,0
141,0.7135,0.3811,0.3589,0.0172,0
142,0.3725,0.2464,0.5552,0.0172,0
143,0.6132,0.5903,0.1503,0.0172,0
144,0.298,0.7106,0.4417,0.0172,0
145,0.5043,0.5501,0.4632,0.0172,0
146,0.3954,0.6905,0.365,0.0172,0
147,0.702,0.2636,0.3405,0.0172,0
148,0.6562,0.3524,0.7485,0.0172,0
149,0.6132,0.361,0.5337,0.0172,0
150,0.8252,0.341,0.4601,0.0172,0
151,0.6877,0.3868,0.7607,0.0172,0
152,0.4441,0.6848,0.5092,0.0172,0
153,0.1662,0.5043,0.4325,0.0172,0
154,0.1719,0.3209,0.3896,0.0172,0
155,0.2407,0.6189,0.7607,0.0172,0
156,0.5559,0.2579,0.5123,0.0172,0
157,0.3467,0.2206,0.4233,0.0172,0
158,0.1691,0.51,0.4479,0.0172,0
159,0.4986,0.51,0.5,0.0172,0
160,0.6562,0.4785,0.2975,0.0172,0
161,0.1261,0.5444,0.2147,0.0172,0
162,0.4842,0.5845,0.5429,0.0172,0
163,0.4327,0.4126,0.6595,0.0172,0
164,0.5129,0.5244,0.5031,0.0172,0
165,0.3754,0.7278,0.5491,0.0172,0
166,0.6246,0.2579,0.408,0.0172,0
167,0.4642,0.6074,0.4816,0.0172,0
168,0.6762,0.2178,0.4049,0.0172,0
