anno_index,coord_x,coord_y,coord_z,diameter,malscore
0,0.267,0.7506,0.5213,0.0182,0
1,0.8333,0.6875,0.3636,0.0182,0
2,0.4158,0.6565,0.7107,0.0182,0
3,0.6411,0.6849,0.5085,0.0182,0
4,0.366,0.8123,0.2316,0.0182,0
5,0.3562,0.8217,0.2888,0.0182,0
6,0.7899,0.5646,0.5915,0.0182,0
7,0.6149,0.6499,0.5511,0.0182,0
8,0.6039,0.6696,0.7341,0.0182,0
9,0.6626,0.508,0.6024,0.0182,0
10,0.7921,0.6915,0.3724,0.0182,0
11,0.0912,0.512,0.3581,0.0182,0
12,0.6805,0.5033,0.4362,0.0182,0
13,0.3873,0.6324,0.6468,0.0182,0
14,0.3479,0.3808,0.5383,0.0182,0
15,0.6477,0.2779,0.6319,0.0182,0
16,0.2901,0.7059,0.3347,0.0182,0
17,0.3917,0.6346,0.5256,0.0182,0
18,0.2043,0.7529,0.4927,0.0182,0
19,0.7308,0.6849,0.4085,0.0182,0
20,0.7653,0.7794,0.3413,0.0182,0
21,0.3173,0.4573,0.6936,0.0182,0
22,0.7374,0.5164,0.7638,0.0182,0
23,0.6061,0.6696,0.7064,0.0182,0
24,0.7965,0.4836,0.5511,0.0182,0
25,0.6274,0.6882,0.5437,0.0182,0
26,0.611,0.7729,0.2775,0.0182,0
27,0.7133,0.6389,0.3915,0.0182,0
28,0.4223,0.6696,0.5702,0.0182,0
29,0.7751,0.7615,0.3612,0.0182,0
30,0.628,0.7506,0.5213,0.0182,0
31,0.7527,0.5864,0.5809,0.0182,0
32,0.3509,0.3996,0.5186,0.0182,0
33,0.7139,0.249,0.5391,0.0182,0
34,0.3209,0.5833,0.5125,0.0182,0
35,0.4427,0.6568,0.4435,0.0182,0
36,0.1401,0.4114,0.4405,0.0182,0
37,0.7856,0.5821,0.4085,0.0182,0
38,0.1767,0.5721,0.3807,0.0182,0
39,0.2889,0.5755,0.7638,0.0182,0
40,0.3917,0.2582,0.4319,0.0182,0
41,0.3767,0.3791,0.7622,0.0182,0
42,0.3042,0.7659,0.7064,0.0182,0
43,0.407,0.5317,0.4873,0.0182,0
44,0.8731,0.5689,0.3873,0.0182,0
45,0.2342,0.3961,0.5362,0.0182,0
46,0.6619,0.2468,0.5507,0.0182,0
47,0.2101,0.4048,0.6958,0.0182,0
48,0.3457,0.6893,0.7447,0.0182,0
49,0.0928,0.4742,0.3634,0.0182,0
50,0.5971,0.6814,0.6354,0.0182,0
51,0.8282,0.6795,0.4621,0.0182,0
52,0.786,0.5119,0.4953,0.0182,0
53,0.1528,0.4953,0.4861,0.0182,0
54,0.6095,0.6794,0.5669,0.0182,0
55,0.387,0.4156,0.7038,0.0182,0
56,0.4313,0.5601,0.9081,0.0182,0
57,0.6523,0.567,0.4131,0.0182,0
58,0.7571,0.5934,0.4272,0.0182,0
59,0.6389,0.7681,0.3043,0.0182,0
60,0.6394,0.673,0.3637,0.0182,0
61,0.372,0.7702,0.6766,0.0182,0
62,0.3742,0.8206,0.4596,0.0182,0
63,0.6083,0.2714,0.6873,0.0182,0
64,0.3983,0.5602,0.5617,0.0182,0
65,0.8676,0.6249,0.3511,0.0182,0
66,0.372,0.5142,0.5064,0.0182,0
67,0.2079,0.6565,0.3766,0.0182,0
68,0.7847,0.384,0.4003,0.0182,0
69,0.8197,0.6973,0.4945,0.0182,0
70,0.7856,0.4945,0.7107,0.0182,0
71,0.3264,0.8331,0.5771,0.0182,0
72,0.4617,0.6017,0.6064,0.0182,0
73,0.3195,0.7068,0.3915,0.0182,0
74,0.6539,0.7382,0.3801,0.0182,0
75,0.2451,0.5755,0.6766,0.0182,0
76,0.4027,0.5886,0.6171,0.0182,0
77,0.1937,0.2947,0.4551,0.0182,0
78,0.1488,0.477,0.4298,0.0182,0
79,0.3304,0.8031,0.2383,0.0182,0
80,0.1877,0.5032,0.4234,0.0182,0
81,0.3698,0.4617,0.5702,0.0182,0
82,0.2846,0.5756,0.5001,0.0182,0
83,0.689,0.6712,0.3589,0.0182,0
84,0.7381,0.2461,0.4753,0.0182,0
85,0.3523,0.2932,0.4405,0.0182,0
86,0.2976,0.6762,0.7596,0.0182,0
87,0.6389,0.6871,0.6362,0.0182,0
88,0.4574,0.2757,0.6362,0.0182,0
89,0.2429,0.8106,0.2761,0.0182,0
90,0.6891,0.8053,0.4059,0.0182,0
91,0.8799,0.538,0.3707,0.0182,0
92,0.3151,0.4748,0.8362,0.0182,0
93,0.6762,0.7024,0.3447,0.0182,0
94,0.1642,0.5711,0.3958,0.0182,0
95,0.6827,0.5908,0.7681,0.0182,0
96,0.6455,0.5383,0.4107,0.0182,0
97,0.7549,0.674,0.5362,0.0182,0
98,0.7877,0.7506,0.4256,0.0182,0
99,0.7772,0.2659,0.4421,0.0182,0
100,0.6841,0.8089,0.498,0.0182,0
101,0.6543,0.6937,0.4319,0.0182,0
102,0.2757,0.4573,0.5745,0.0182,0
103,0.6314,0.5645,0.642,0.0182,0
104,0.7287,0.6214,0.3958,0.0182,0
105,0.8928,0.5252,0.3596,0.0182,0
106,0.4293,0.7322,0.3806,0.0182,0
107,0.6039,0.6674,0.649,0.0182,0
108,0.3326,0.5164,0.5852,0.0182,0
109,0.65,0.5129,0.6431,0.0182,0
110,0.3615,0.4704,0.6663,0.0182,0
111,0.7941,0.7213,0.5045,0.0182,0
112,0.7724,0.6521,0.5575,0.0182,0
113,0.6231,0.7122,0.5588,0.0182,0
114,0.7165,0.2499,0.5659,0.0182,0
115,0.8533,0.6303,0.4557,0.0182,0
116,0.6082,0.6478,0.7204,0.0182,0
117,0.8271,0.6543,0.4426,0.0182,0
118,0.2561,0.4748,0.683,0.0182,0
