anno_index,coord_x,coord_y,coord_z,diameter,malscore
_Non-nodule 001,0.6777,0.707,0.7165,0.0117,0
_Non-nodule 002,0.3887,0.2734,0.318,0.0117,0
_Non-nodule 003,0.373,0.5742,0.1609,0.0117,0
_Non-nodule 004,0.5996,0.5664,0.1686,0.0117,0
_Non-nodule 005,0.3027,0.666,0.1226,0.0117,0
_Non-nodule 006,0.8203,0.4316,0.2644,0.0117,0
_Non-nodule 008,0.2832,0.2617,0.2644,0.0117,0
_Non-nodule 009,0.2344,0.5703,0.7778,0.0117,0
IL057_122884,0.6758,0.709,0.7203,0.0117,0
IL057_122894,0.7949,0.4609,0.2452,0.0117,0
IL057_122895,0.2832,0.2637,0.2644,0.0117,0
MI014_11714,0.6152,0.6328,0.8851,0.0117,0
MI014_11715,0.416,0.6348,0.8544,0.0117,0
MI014_11716,0.2344,0.5703,0.7778,0.0117,0
MI014_11717,0.5586,0.2617,0.5019,0.0117,0
MI014_11718,0.8027,0.4629,0.2414,0.0117,0
MI014_11719,0.3047,0.293,0.2835,0.0117,0
MI014_11696,0.3887,0.2734,0.318,0.0117,0
MI014_11697,0.373,0.5742,0.1609,0.0117,0
MI014_11698,0.5996,0.5664,0.1686,0.0117,0
MI014_11699,0.3027,0.666,0.1226,0.0117,0
MI014_11700,0.8203,0.4316,0.2644,0.0117,0
MI014_11703,0.7949,0.4609,0.2452,0.0117,0
1,0.3848,0.6328,0.8544,0.0117,0
4,0.2344,0.5684,0.7778,0.0117,0
