anno_index,coord_x,coord_y,coord_z,diameter,malscore
0,0.3405,0.5595,0.8143,0.0143,0
1,0.35,0.7286,0.1486,0.0143,0
2,0.369,0.4405,0.4171,0.0143,0
3,0.2167,0.7452,0.1829,0.0143,0
4,0.6167,0.481,0.7771,0.0143,0
5,0.319,0.369,0.2829,0.0143,0
6,0.6167,0.6667,0.8514,0.0143,0
7,0.281,0.7595,0.38,0.0143,0
8,0.6548,0.5119,0.3057,0.0143,0
9,0.3452,0.75,0.42,0.0143,0
10,0.4333,0.6786,0.7771,0.0143,0
11,0.5976,0.2405,0.04,0.0143,0
12,0.3643,0.5881,0.1171,0.0143,0
13,0.681,0.4048,0.2943,0.0143,0
14,0.5643,0.6643,0.16,0.0143,0
15,0.7714,0.4643,0.5829,0.0143,0
16,0.2333,0.7119,0.5343,0.0143,0
17,0.2619,0.3952,0.4771,0.0143,0
18,0.6452,0.45,0.3629,0.0143,0
19,0.2429,0.3952,0.4057,0.0143,0
20,0.3119,0.7548,0.3286,0.0143,0
21,0.7381,0.619,0.7943,0.0143,0
22,0.3619,0.4143,0.3714,0.0143,0
23,0.4071,0.681,0.8343,0.0143,0
24,0.1833,0.4429,0.3343,0.0143,0
25,0.5976,0.6238,0.2771,0.0143,0
26,0.7214,0.3548,0.3914,0.0143,0
27,0.4476,0.6095,0.4857,0.0143,0
28,0.1738,0.6452,0.4543,0.0143,0
29,0.3095,0.7595,0.5686,0.0143,0
30,0.381,0.4214,0.4229,0.0143,0
31,0.3929,0.569,0.4829,0.0143,0
32,0.4333,0.5595,0.1686,0.0143,0
33,0.7595,0.5357,0.72,0.0143,0
34,0.6476,0.4286,0.36,0.0143,0
35,0.2381,0.5333,0.6514,0.0143,0
36,0.7262,0.4333,0.2,0.0143,0
37,0.4214,0.6048,0.4857,0.0143,0
38,0.2071,0.7048,0.46,0.0143,0
39,0.5929,0.5214,0.7657,0.0143,0
40,0.5595,0.5881,0.2,0.0143,0
41,0.7119,0.3524,0.4514,0.0143,0
42,0.4405,0.6333,0.5971,0.0143,0
43,0.3976,0.5595,0.4286,0.0143,0
44,0.681,0.4762,0.2743,0.0143,0
45,0.3881,0.531,0.4143,0.0143,0
46,0.819,0.4714,0.38,0.0143,0
47,0.4405,0.6167,0.3829,0.0143,0
48,0.2714,0.4833,0.6543,0.0143,0
49,0.7595,0.6357,0.7629,0.0143,0
50,0.4286,0.5833,0.3886,0.0143,0
51,0.5667,0.3381,0.3657,0.0143,0
52,0.2095,0.6857,0.5514,0.0143,0
53,0.769,0.4905,0.64,0.0143,0
54,0.5286,0.5333,0.8629,0.0143,0
55,0.6524,0.7167,0.78,0.0143,0
56,0.831,0.5476,0.4029,0.0143,0
57,0.6333,0.5405,0.3057,0.0143,0
58,0.5071,0.4881,0.8971,0.0143,0
59,0.3571,0.4095,0.3514,0.0143,0
60,0.3143,0.3524,0.4629,0.0143,0
61,0.781,0.4786,0.5714,0.0143,0
62,0.3762,0.3619,0.4029,0.0143,0
63,0.2667,0.5595,0.7171,0.0143,0
64,0.1643,0.4786,0.3429,0.0143,0
65,0.4333,0.6286,0.5457,0.0143,0
66,0.3952,0.6905,0.3914,0.0143,0
67,0.3929,0.5595,0.4857,0.0143,0
68,0.3857,0.6976,0.38,0.0143,0
69,0.3238,0.7548,0.6143,0.0143,0
70,0.45,0.5762,0.3486,0.0143,0
71,0.3643,0.719,0.3314,0.0143,0
72,0.2381,0.4881,0.5886,0.0143,0
73,0.1738,0.6405,0.4543,0.0143,0
74,0.3714,0.7357,0.5314,0.0143,0
75,0.269,0.7048,0.6343,0.0143,0
76,0.5714,0.7452,0.2229,0.0143,0
77,0.2381,0.4429,0.52,0.0143,0
78,0.3238,0.7524,0.6629,0.0143,0
79,0.8095,0.4238,0.3114,0.0143,0
80,0.2333,0.7452,0.2943,0.0143,0
81,0.6786,0.4476,0.3,0.0143,0
82,0.6024,0.6214,0.3029,0.0143,0
83,0.4214,0.6762,0.4857,0.0143,0
84,0.4381,0.5762,0.3714,0.0143,0
85,0.2857,0.4262,0.28,0.0143,0
86,0.3786,0.3548,0.4143,0.0143,0
87,0.6452,0.3333,0.3886,0.0143,0
88,0.6548,0.5071,0.7971,0.0143,0
89,0.6643,0.3238,0.3657,0.0143,0
90,0.2,0.5548,0.5743,0.0143,0
91,0.2167,0.4429,0.4543,0.0143,0
92,0.3905,0.619,0.0914,0.0143,0
93,0.1738,0.5476,0.48,0.0143,0
94,0.331,0.7571,0.6429,0.0143,0
95,0.6119,0.55,0.7086,0.0143,0
96,0.2429,0.7548,0.3943,0.0143,0
97,0.2667,0.4024,0.5029,0.0143,0
98,0.3333,0.6571,0.8171,0.0143,0
99,0.1786,0.5119,0.4086,0.0143,0
100,0.2833,0.4833,0.68,0.0143,0
101,0.5881,0.3786,0.38,0.0143,0
102,0.4,0.7,0.4457,0.0143,0
103,0.7333,0.3714,0.4771,0.0143,0
104,0.6048,0.4738,0.4343,0.0143,0
105,0.2833,0.5,0.7114,0.0143,0
106,0.3738,0.5405,0.4571,0.0143,0
107,0.7833,0.3905,0.3571,0.0143,0
108,0.6667,0.5476,0.82,0.0143,0
109,0.7881,0.3786,0.2,0.0143,0
110,0.4952,0.5452,0.8686,0.0143,0
111,0.3952,0.5738,0.44,0.0143,0
112,0.3714,0.35,0.4029,0.0143,0
113,0.2667,0.6357,0.7429,0.0143,0
114,0.3167,0.3667,0.2886,0.0143,0
115,0.6119,0.6762,0.8286,0.0143,0
116,0.1976,0.5738,0.5743,0.0143,0
117,0.3452,0.731,0.2886,0.0143,0
118,0.3786,0.5762,0.4657,0.0143,0
119,0.5786,0.75,0.2114,0.0143,0
120,0.7548,0.3786,0.4057,0.0143,0
121,0.3738,0.7381,0.66,0.0143,0
122,0.731,0.3857,0.4971,0.0143,0
123,0.5952,0.6381,0.2743,0.0143,0
124,0.2214,0.7381,0.4,0.0143,0
125,0.3881,0.5333,0.8257,0.0143,0
126,0.5929,0.6833,0.7771,0.0143,0
127,0.6095,0.5214,0.42,0.0143,0
128,0.7476,0.7667,0.1229,0.0143,0
129,0.8333,0.5071,0.3171,0.0143,0
130,0.8452,0.5643,0.2943,0.0143,0
131,0.5762,0.7429,0.1943,0.0143,0
132,0.2167,0.5857,0.6257,0.0143,0
133,0.3738,0.7429,0.62,0.0143,0
134,0.419,0.6571,0.4143,0.0143,0
135,0.3667,0.7071,0.3,0.0143,0
136,0.3238,0.5833,0.8114,0.0143,0
137,0.2643,0.4381,0.58,0.0143,0
138,0.8119,0.5095,0.5057,0.0143,0
139,0.25,0.45,0.5686,0.0143,0
140,0.5952,0.5238,0.4914,0.0143,0
141,0.2571,0.4548,0.6171,0.0143,0
142,0.4333,0.6357,0.4543,0.0143,0
143,0.4119,0.5667,0.3829,0.0143,0
144,0.4333,0.5548,0.32,0.0143,0
145,0.7619,0.4429,0.5886,0.0143,0
146,0.7738,0.4071,0.4457,0.0143,0
147,0.2929,0.7262,0.6714,0.0143,0
148,0.2714,0.7071,0.6857,0.0143,0
149,0.3833,0.7262,0.4857,0.0143,0
150,0.3976,0.6143,0.1686,0.0143,0
151,0.1952,0.7286,0.24,0.0143,0
152,0.35,0.4048,0.32,0.0143,0
