anno_index,coord_x,coord_y,coord_z,diameter,malscore
0,0.5881,0.6426,0.3028,0.0199,0
1,0.3938,0.4605,0.8485,0.0199,0
2,0.7677,0.442,0.4134,0.0199,0
3,0.5893,0.5627,0.6651,0.0199,0
4,0.6619,0.5562,0.8215,0.0199,0
5,0.6288,0.4093,0.7133,0.0199,0
6,0.6379,0.4352,0.6992,0.0199,0
7,0.2777,0.5176,0.6775,0.0199,0
8,0.6182,0.6332,0.4698,0.0199,0
9,0.2571,0.5369,0.6527,0.0199,0
10,0.3162,0.5557,0.7582,0.0199,0
11,0.4829,0.5123,0.3875,0.0199,0
12,0.4606,0.5249,0.7093,0.0199,0
13,0.7463,0.6385,0.4281,0.0199,0
14,0.3822,0.6585,0.7256,0.0199,0
15,0.5919,0.6708,0.5018,0.0199,0
16,0.2978,0.6304,0.6019,0.0199,0
17,0.792,0.4524,0.3599,0.0199,0
18,0.3186,0.6442,0.6417,0.0199,0
19,0.4697,0.5536,0.6373,0.0199,0
20,0.4537,0.6247,0.5939,0.0199,0
21,0.7245,0.4483,0.6689,0.0199,0
22,0.3762,0.5489,0.5521,0.0199,0
23,0.3481,0.6664,0.579,0.0199,0
24,0.4261,0.4542,0.6627,0.0199,0
25,0.6513,0.3656,0.6409,0.0199,0
26,0.6489,0.584,0.3033,0.0199,0
27,0.8049,0.5582,0.3064,0.0199,0
28,0.4113,0.5304,0.552,0.0199,0
29,0.3959,0.3278,0.6768,0.0199,0
30,0.601,0.6648,0.2969,0.0199,0
31,0.4176,0.5923,0.5899,0.0199,0
32,0.4,0.4685,0.6503,0.0199,0
33,0.3546,0.4133,0.5847,0.0199,0
34,0.39,0.6306,0.6238,0.0199,0
35,0.7702,0.4311,0.4528,0.0199,0
36,0.4734,0.5435,0.8174,0.0199,0
37,0.4059,0.553,0.6605,0.0199,0
38,0.2461,0.4078,0.4739,0.0199,0
39,0.4026,0.6448,0.6685,0.0199,0
40,0.6297,0.6487,0.3038,0.0199,0
41,0.6421,0.6203,0.8363,0.0199,0
42,0.3243,0.5732,0.7293,0.0199,0
43,0.4082,0.3502,0.4898,0.0199,0
44,0.6263,0.6263,0.2622,0.0199,0
45,0.6598,0.5702,0.4529,0.0199,0
46,0.7454,0.5338,0.3557,0.0199,0
47,0.3789,0.3352,0.5333,0.0199,0
48,0.3441,0.3621,0.4875,0.0199,0
49,0.6765,0.4775,0.7112,0.0199,0
50,0.736,0.5945,0.368,0.0199,0
51,0.4345,0.5889,0.419,0.0199,0
52,0.4405,0.536,0.4498,0.0199,0
53,0.4307,0.3475,0.6608,0.0199,0
54,0.6913,0.4697,0.5381,0.0199,0
55,0.4077,0.4193,0.7489,0.0199,0
56,0.6124,0.6337,0.251,0.0199,0
57,0.4073,0.5659,0.4966,0.0199,0
58,0.7628,0.4879,0.5419,0.0199,0
59,0.3896,0.2893,0.5127,0.0199,0
60,0.4455,0.5945,0.2245,0.0199,0
61,0.6077,0.4607,0.7177,0.0199,0
62,0.6924,0.3651,0.5669,0.0199,0
63,0.6113,0.6276,0.3605,0.0199,0
64,0.4009,0.4965,0.5625,0.0199,0
65,0.472,0.3693,0.5534,0.0199,0
66,0.7473,0.4611,0.4906,0.0199,0
67,0.4523,0.4335,0.6039,0.0199,0
68,0.5668,0.6403,0.4565,0.0199,0
69,0.436,0.624,0.6929,0.0199,0
70,0.2929,0.4626,0.6952,0.0199,0
71,0.3447,0.5839,0.8151,0.0199,0
72,0.3852,0.5023,0.8303,0.0199,0
73,0.2609,0.5184,0.5429,0.0199,0
74,0.4507,0.496,0.8562,0.0199,0
75,0.7529,0.4604,0.3914,0.0199,0
76,0.6398,0.5143,0.2913,0.0199,0
77,0.7081,0.417,0.6896,0.0199,0
78,0.6938,0.6073,0.4106,0.0199,0
79,0.4679,0.5969,0.4532,0.0199,0
80,0.3594,0.5008,0.7162,0.0199,0
81,0.3302,0.3565,0.4776,0.0199,0
82,0.4405,0.5089,0.6883,0.0199,0
83,0.6256,0.5175,0.7722,0.0199,0
84,0.4501,0.5482,0.6997,0.0199,0
85,0.5756,0.6135,0.3044,0.0199,0
86,0.3578,0.6061,0.8186,0.0199,0
87,0.3066,0.4064,0.547,0.0199,0
88,0.7826,0.4037,0.3815,0.0199,0
89,0.7866,0.5092,0.3935,0.0199,0
90,0.3848,0.6633,0.6916,0.0199,0
91,0.3524,0.5328,0.7512,0.0199,0
92,0.2377,0.4202,0.4682,0.0199,0
93,0.6027,0.4737,0.818,0.0199,0
94,0.3933,0.4443,0.7681,0.0199,0
95,0.4485,0.6252,0.6963,0.0199,0
96,0.3944,0.4774,0.5045,0.0199,0
97,0.4418,0.4207,0.456,0.0199,0
98,0.3654,0.6109,0.7505,0.0199,0
99,0.4516,0.5018,0.4282,0.0199,0
100,0.7667,0.5628,0.3561,0.0199,0
101,0.7109,0.6,0.6848,0.0199,0
102,0.7585,0.567,0.3363,0.0199,0
103,0.3786,0.4084,0.745,0.0199,0
104,0.5974,0.5534,0.6585,0.0199,0
105,0.6156,0.6256,0.392,0.0199,0
106,0.6591,0.6554,0.7272,0.0199,0
107,0.6583,0.6138,0.5251,0.0199,0
108,0.4043,0.4442,0.7404,0.0199,0
109,0.3813,0.4465,0.5492,0.0199,0
110,0.3544,0.3304,0.4601,0.0199,0
111,0.8029,0.4418,0.338,0.0199,0
112,0.416,0.4559,0.4923,0.0199,0
113,0.4973,0.5288,0.8308,0.0199,0
114,0.3986,0.4906,0.8348,0.0199,0
115,0.7178,0.5658,0.3075,0.0199,0
116,0.5613,0.6045,0.6936,0.0199,0
117,0.6917,0.5767,0.549,0.0199,0
118,0.7155,0.5534,0.6337,0.0199,0
119,0.438,0.6021,0.759,0.0199,0
120,0.4047,0.6846,0.6058,0.0199,0
121,0.6,0.6781,0.6362,0.0199,0
122,0.3304,0.5416,0.8111,0.0199,0
123,0.4526,0.4888,0.7966,0.0199,0
124,0.4198,0.5726,0.6895,0.0199,0
125,0.3689,0.5325,0.6414,0.0199,0
126,0.5572,0.5845,0.8207,0.0199,0
127,0.708,0.5749,0.6865,0.0199,0
128,0.4537,0.5176,0.8379,0.0199,0
129,0.6088,0.5876,0.5583,0.0199,0
130,0.6281,0.6251,0.3268,0.0199,0
131,0.6927,0.564,0.7592,0.0199,0
132,0.3629,0.4518,0.5999,0.0199,0
133,0.4913,0.521,0.2973,0.0199,0
134,0.6185,0.5721,0.5922,0.0199,0
135,0.3603,0.5371,0.7352,0.0199,0
136,0.3418,0.3226,0.516,0.0199,0
137,0.4556,0.3959,0.7662,0.0199,0
138,0.4169,0.496,0.579,0.0199,0
139,0.3511,0.6523,0.6929,0.0199,0
140,0.3256,0.3451,0.4737,0.0199,0
141,0.3575,0.3266,0.6769,0.0199,0
142,0.6043,0.681,0.6983,0.0199,0
143,0.4929,0.5641,0.8297,0.0199,0
144,0.3045,0.4626,0.7466,0.0199,0
145,0.6934,0.6965,0.2883,0.0199,0
146,0.4558,0.4448,0.7031,0.0199,0
147,0.6542,0.623,0.77,0.0199,0
148,0.6626,0.3942,0.6919,0.0199,0
149,0.2546,0.5707,0.5739,0.0199,0
