anno_index,coord_x,coord_y,coord_z,diameter,malscore
_Non-nodule 001,0.7266,0.7051,0.2759,0.0117,0
_Non-nodule 002,0.3184,0.7148,0.2621,0.0117,0
_Non-nodule 003,0.5664,0.5176,0.869,0.0117,0
_Non-nodule 004,0.3652,0.5312,0.9241,0.0117,0
MI014_19574,0.2793,0.7188,0.2276,0.0117,0
MI014_19575,0.4199,0.6387,0.2276,0.0117,0
MI014_19569,0.5645,0.5195,0.8621,0.0117,0
MI014_19576,0.7285,0.6758,0.2759,0.0117,0
MI014_19577,0.6074,0.623,0.2759,0.0117,0
MI014_19571,0.7266,0.7051,0.2759,0.0117,0
MI014_19572,0.3184,0.7148,0.2621,0.0117,0
MI014_19573,0.3652,0.5312,0.9241,0.0117,0
MI014_19578,0.3809,0.5312,0.9241,0.0117,0
MI014_19579,0.5957,0.6113,0.2828,0.0117,0
MI014_19580,0.7129,0.6855,0.2828,0.0117,0
1,0.3809,0.5312,0.9241,0.0117,0
2,0.7129,0.6855,0.2828,0.0117,0
3,0.5742,0.5195,0.869,0.0117,0
4,0.5957,0.6113,0.2828,0.0117,0
